q,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
0.0364909,37.2236,25.5344,1015.77,1483.75,1789.84,1765.09,1813.01,1845.01,1744.03,1747.01,1817.01,1846.95,1768.75,1781.11,1738.8,1783.43,1760.93,1826.21,1847.87,1799.75,1787.93,1785.15,1746.98,1746.74,1783.21,1848.23,1756.11,1800.5,1797.56,1772.75,1759.1,1735.91,1786.43,1757.07,1811.77,1783.24,1777.46,1808.44,1755.75,1736.57,1801.18,1718.41,1816,1731.04,1831.25,1752.57,1764.31,1833.07,1796.54,1735.91,1795.38,1782.19,1759.68,1760.24,1765.54,1740.35,1791.29,1785.39,1724.51,1774.1,1710.23,1734.05,1739.17,1772.13,1737.31,1767.33,1766.72,1796.02,1775.07,1790.54,1772.29,1755.71,1804.86,1763.31,1761.17,1656.62,1791.64,1780.57,1745.36,1857.62,1782.64,1771.59,1774.9,1787.74,1759.05,1755.08,1798.72,1734.28,1789.17,1776.25,1799.17,1731.69,1805.73,1790.65,1770.35,1812.47,1758.23,1855.06,1761.65,1795.07,1815.46,1764.85,1761.29,1743.52,1808.14,1782.95,1719.18,1784.7,1831.49,1771.16,1829.78,1791.88,1755.37,1816.68,1819.23,1852.12,1768.21,1797.52,1818.68,1754.03,1767.77,1844.24,1790.15,1799.79,1845.9,1812.7,1884.71,1874.31,1879.24,1804.54,1845.28,1834.7,1810.09,1793.6,1842.86,1882.01,1904.12,1827.46,1826.45,1797.56,1839.96,1881.73,1791.29,1807.34,1894.63,1832.87,1801.15,1810.58,1844.29,1815.01,1808.16,1851.55,1858.31,1923.35,1868.43,1799.03,1867.05,1808.53,1905.31,1861.58,1881.26,1916.06,1836.5,1868.08,1904.4,1826.69,1922.08,1815.57,1882.7,1858.34,1901.91,1813.8,1949,1927.99,1929.69,1929.73,1955.4,1925.36,1897.89,1948.34,1882.81,1963.67,1886.66,1901.45,1893.44,1863.81,1914.12,1935.39,1891.38,1911.98,1972.87,1926.7,1916.14,1940.89,1910.9,1919.85,2002.73,1957.27,1987.2,1998.75,1892.12,1940.4,2012.9,1918.94,2008.35,1921.19,2004.44,1988.05,1972.72,1959.58,1941.12,1959.41,1949.89,1965.8,1960.73,2003.17,2002.38,1936.89,1973.34,1987.16,2011.37,1965.71,1967.85,2024.48,2003.96,1946.98,1970.78,2006.72,1983.18,1917.74,1940.28,2000.72,1945.96,1980.83,1918.44,1949.14,1996.63,1980.34,1978.37,1927.67,1944.62,1987.28,1976.52,1944.77,1927.22,1963.31,1946.65,1924.11,1998.47,1944.77
0.036866,35.7484,22.0246,1030.97,1484.57,1759.35,1800,1781.76,1801.26,1785.04,1772.04,1743.69,1759.79,1717.53,1762.81,1766.49,1756.96,1727.81,1764.62,1812.41,1820.67,1714.99,1763.44,1748.8,1739.26,1751.47,1769.22,1736.84,1762.05,1771.71,1769.92,1743.21,1747.35,1771.61,1748.13,1761.26,1740.63,1755.05,1767.73,1670.28,1740.9,1769.83,1736.14,1773.12,1730.73,1692.67,1730.46,1737.32,1796.03,1778.86,1707.44,1708.96,1758.81,1758.86,1710.13,1766.84,1797.44,1750.56,1721.98,1790.94,1752.5,1737.44,1711.16,1781.15,1755.05,1755.95,1785.71,1665.96,1723.15,1790.65,1833.37,1730.71,1746.18,1794.61,1717.95,1738.04,1761.53,1748.55,1733.85,1689.54,1736.83,1669.35,1733.02,1758.33,1702.93,1804.66,1684.92,1786.67,1746.03,1739.87,1773.45,1797.16,1721.56,1738.93,1706.97,1753.35,1755.29,1775.49,1737.8,1703.88,1765.13,1689.1,1730.53,1766.24,1716.48,1811.27,1799.14,1735.01,1743.03,1786.82,1818.31,1753.23,1721.77,1776.75,1780.4,1771.67,1739.78,1777.46,1793.05,1728.65,1795.89,1721.35,1713.61,1705.62,1768.32,1775.82,1786.31,1763.65,1744.38,1744.63,1785.69,1743.02,1785.98,1755.42,1746.64,1816.92,1769.55,1799.57,1766.32,1817.76,1803.95,1716.25,1810.88,1774.97,1826.43,1802.39,1835.65,1789.82,1773.44,1782.86,1784.27,1788.29,1802.39,1867.01,1772.59,1898.15,1812.83,1787.12,1840.71,1822.34,1812.86,1802.4,1886.79,1875.3,1815.27,1885.32,1771.55,1844.72,1810.1,1872.9,1861.03,1860.03,1794.9,1853.4,1869.01,1845.54,1833.74,1849.33,1954.52,1940.71,1907.16,1905.4,1900.66,1878.55,1919.54,1868.87,1838.81,1930.05,1845.94,1881.02,1881.75,1922.18,1877.35,1892.11,1903.56,1874.14,1913.1,1907.59,1901.54,1915.93,1918.16,1880.11,1945.17,1919.47,1924.4,1881.2,1870.63,1949.63,1898.25,1911.13,1925.03,1908.83,1949.85,1935.23,1916.97,1914.65,1900.84,1942.44,1936.48,1924.46,1906.71,1963.01,1937.74,1925.25,1913.1,1887.62,1901.75,1935.65,1930.84,1957.89,1893.92,1952.82,1890.03,1937.12,1959.23,1838.61,1866.32,1900.56,1887.57,1906.93,1909.79,1925.23,1913.73,1895.29,1885.74,1967.02,1811.88,1961.48,1950.91,1938.81,1902.67
0.0372412,29.0641,13.7429,953.859,1526.18,1714.31,1773.07,1723.06,1751.19,1693.1,1746.99,1813.26,1643.61,1768.72,1732.68,1725.66,1758.99,1700.05,1729.88,1713.81,1761.68,1707.32,1711.46,1750.71,1701.76,1703.46,1776.34,1745.32,1707.5,1713.2,1735.32,1755.21,1744.13,1748.75,1735.32,1742.56,1722.2,1711.81,1760.6,1713.98,1729.25,1739.69,1725.98,1727.91,1704.58,1750.73,1688.01,1735.76,1740.72,1773.96,1736.77,1725.39,1695.6,1712.24,1743,1691.5,1716.74,1699.66,1754.63,1743.73,1755.82,1692.19,1710.68,1773.39,1718.73,1748.99,1699.78,1673.76,1734.65,1721.17,1716.31,1657.38,1652.3,1700.69,1741.83,1721.09,1719.69,1773.44,1762.87,1703.45,1685.65,1724.66,1747.69,1664.59,1703.7,1665.7,1691.76,1742.03,1719.08,1681.74,1718.41,1724.77,1715.27,1722.33,1717.35,1683.25,1691.1,1709.11,1708.82,1639.39,1728.88,1722.81,1646.52,1734.99,1695.18,1746.46,1750.02,1682.31,1735.32,1738.79,1705.63,1728.16,1770.88,1757.56,1688.79,1715.61,1731.28,1737.49,1715.27,1722.54,1726.3,1772.64,1798.05,1724.23,1762.98,1703.16,1708.2,1739.17,1757.13,1730.62,1765.9,1742.9,1729.4,1780.05,1768.6,1748.29,1732.95,1711.63,1793.41,1738.78,1770.34,1761.36,1779.55,1761.9,1798.91,1785.61,1709.23,1711.99,1790.32,1825.87,1713.19,1821.07,1721.67,1837.86,1850.41,1778.76,1725.91,1747.5,1796.32,1857.07,1827.92,1822.4,1827.14,1804.26,1843.36,1771.51,1840.33,1849.57,1827.82,1851.21,1795.32,1907.68,1751.98,1846.82,1806.83,1828.52,1783.95,1827.05,1841.92,1845.53,1830.49,1826.5,1847.86,1777.99,1817.83,1881.55,1825.24,1841.34,1811.9,1816.69,1870.5,1865.96,1836.01,1832.96,1850.68,1859.9,1821.39,1882.45,1838.89,1911.61,1860.89,1851.58,1801.84,1891.18,1858.22,1897.27,1880.78,1890.32,1884.94,1923.54,1924.2,1873.74,1857.56,1905.23,1944.56,1825.32,1863.57,1896.24,1901.25,1919.88,1881.05,1856.36,1886.42,1859.52,1876.88,1853.29,1910.72,1951.97,1918.68,1853.42,1893.81,1877.27,1877.44,1894.49,1897.6,1907.82,1914.96,1899.6,1880.68,1903.07,1883.16,1857.66,1920.85,1838.75,1936.5,1872.35,1859.83,1921.02,1872.78,1913.99,1847.09
0.0376164,16.2075,38.6898,996.742,1521.88,1681.63,1717.57,1735.76,1705.99,1694.77,1650.81,1687.08,1639.56,1707.04,1657.01,1715.21,1685.09,1645.52,1726.62,1733,1706.95,1658.85,1650.3,1771.68,1735.13,1673.29,1728.33,1730.66,1679.92,1746.37,1674.26,1700.21,1665.58,1718.88,1603.21,1701.5,1723.59,1653.15,1772.66,1676.94,1655.76,1694.78,1672.3,1733.81,1621.9,1637.52,1699.28,1640.76,1645.42,1673.27,1722.69,1721.15,1697.92,1687.54,1610.54,1700.33,1646.62,1721.66,1710.62,1658.93,1658.79,1682.31,1700.33,1717.46,1733.24,1699.69,1679.67,1680.67,1677.38,1674.4,1683.96,1672.48,1710.57,1731.57,1654.08,1705.91,1631.01,1715.43,1700.53,1708.15,1699.19,1685.18,1657.27,1668.8,1687.14,1698.75,1656.34,1641.63,1677.8,1675.93,1700.45,1664.44,1716.89,1679.8,1652.65,1690.05,1705.02,1706.84,1735.62,1616.05,1709.43,1699.49,1661.34,1720.43,1632.42,1684.62,1646.2,1671.93,1709.17,1669.22,1706.13,1700.01,1758.67,1756.81,1726.54,1720.7,1664.47,1702.86,1704.85,1627.92,1691.61,1685.62,1699.39,1678.09,1709.87,1719.4,1710.66,1728.33,1714.71,1742.38,1694.65,1785.77,1731.51,1764.8,1663.79,1774.75,1687.09,1696.66,1750.69,1759.68,1722.46,1764.67,1763.28,1712.5,1727.91,1746.07,1720.09,1736.65,1728.81,1785.12,1818.07,1716.4,1759.94,1739.1,1771.54,1795.99,1725.88,1725.93,1781.36,1758.25,1782.45,1800.26,1839.11,1808.31,1790.29,1801.4,1796.17,1729.52,1783.09,1785.73,1775.17,1833.29,1740.08,1789.85,1805.25,1756.61,1725.16,1824.4,1800.25,1799.99,1846.3,1801.97,1831.35,1842.41,1776.01,1866,1840.3,1842.73,1838.66,1824.32,1866.11,1874.98,1806.95,1836.9,1839.56,1874.88,1773.21,1818.91,1831.19,1804.59,1783.8,1832.2,1783.31,1851.76,1813.49,1840.42,1859.75,1811.44,1861.91,1798.89,1837.15,1778.96,1834.03,1798.65,1847.22,1864.67,1864.85,1846.94,1857.3,1830.76,1834.71,1827.66,1837.06,1869.7,1889.15,1881.95,1845.08,1830.94,1828.94,1894.96,1845.44,1831.95,1875.53,1802.05,1881.25,1850.19,1869.79,1849.43,1783.17,1837.24,1826.75,1893.59,1837.24,1817.14,1812.7,1872.45,1857.06,1813.22,1806.62,1835.64,1803.91
0.0379915,54.4016,33.645,938.841,1446.55,1657.06,1691.02,1682.51,1743.65,1684.57,1650.61,1708.96,1678.99,1714.77,1653.48,1704.25,1648.49,1641.38,1695.01,1695.4,1693.78,1664.24,1685.25,1694.55,1690.12,1667.89,1648.01,1647.36,1695.85,1664.97,1675.61,1677.21,1613,1637.08,1609.54,1687.25,1673.48,1631.62,1658.61,1652.36,1695.13,1693.57,1651.54,1695.81,1701.49,1654.18,1657.47,1659.62,1648.42,1654.09,1714.9,1654.3,1633.54,1667.73,1585.39,1683.61,1687.08,1660.87,1657.88,1614.72,1687.84,1635.13,1639.2,1690.07,1615.21,1676.79,1681.8,1657.27,1681.98,1594.92,1697.52,1651.66,1642.13,1640.91,1676.2,1660.67,1686.73,1655.94,1661.99,1626.08,1658.21,1654.3,1659.53,1640.4,1657.47,1699.29,1660.55,1649.66,1627.84,1625.2,1681.31,1660.24,1611.93,1656.15,1656.86,1769.91,1613.56,1645.96,1708.33,1628.48,1681.46,1722.16,1653.89,1682.69,1622.31,1618.15,1754.28,1635.22,1659.33,1670.44,1686.02,1650.81,1704.09,1629.38,1676.39,1643.9,1720.26,1684.84,1730.79,1613.9,1647.09,1662.62,1654.3,1705.33,1686.32,1666.09,1641.21,1654.3,1697.23,1698.83,1684.6,1667.6,1650.39,1687.37,1688.72,1612.09,1695.29,1691.07,1680.68,1674.38,1705.61,1669.21,1698.75,1709.58,1719.16,1676.99,1700.77,1671.51,1720.4,1712.69,1668.8,1689.77,1691,1713.75,1729.42,1707.41,1729.01,1723.81,1799.57,1723.81,1707.25,1671.15,1724.61,1728.61,1730.93,1699.66,1752.3,1709.27,1808.15,1744.96,1771.55,1720.22,1786.9,1766.21,1728.74,1753.32,1761.14,1738.46,1797.42,1821.87,1742.57,1697.73,1816.81,1775.84,1766.22,1788.12,1789.35,1788.78,1746.25,1825.76,1809.24,1772.14,1839.37,1850.5,1779.21,1795.34,1733.52,1723.83,1731.61,1805.14,1829.77,1808.07,1796.52,1809.17,1839.45,1808.72,1758.6,1855.21,1711,1765.6,1807.59,1769.2,1802.84,1787.14,1774.74,1840.68,1748.86,1786.41,1842.51,1924.08,1847.74,1803.66,1789.84,1830,1802.18,1810.42,1819.52,1792.48,1817.91,1766.68,1804.62,1808.66,1714.15,1801.61,1808.75,1789.61,1801.29,1889.55,1811.17,1852.53,1792.89,1801.61,1692.54,1710.18,1797.14,1801.51,1790.1,1879.06,1782.63,1825.85,1790.59
0.0383667,45.1821,25.5314,961.051,1425.16,1583.69,1624.44,1633.03,1629.73,1665.39,1650.94,1666.5,1642.6,1667.96,1570.69,1683.46,1586.38,1646.58,1662.93,1699.75,1651.28,1647.31,1609.11,1698.03,1656.25,1646.68,1649.91,1641.13,1600.03,1666.2,1638.55,1664.15,1560.45,1618.96,1631.48,1651.66,1660.72,1654.94,1645.3,1646.16,1621.12,1645.61,1634.17,1678.46,1627.31,1640.41,1651.63,1643.09,1615.06,1578.34,1635.36,1633.19,1637.02,1666.1,1619.49,1672.93,1657.95,1626.01,1658.22,1615.18,1585.13,1640.71,1639.83,1594.53,1626.83,1657.39,1622.37,1616.03,1607.34,1585.29,1658.44,1578.51,1593.29,1578.5,1660.49,1579.33,1626.92,1643.73,1662.79,1570.64,1651.82,1588.5,1650.35,1618.22,1591.44,1612.6,1634.51,1584.78,1694.09,1599.76,1668.89,1643.74,1656.18,1663.49,1595.43,1561.95,1607.04,1584.1,1648.17,1571.69,1697.72,1599.29,1652.62,1620.48,1599.82,1647.54,1650.93,1644.51,1660.08,1612.42,1665.78,1664.76,1644.38,1592.59,1607.71,1623.02,1628.9,1624.85,1688.56,1609.4,1656.03,1653.45,1668.68,1628.38,1678.19,1648.33,1660.44,1647.18,1623.36,1681.48,1633.79,1619.82,1621.29,1626.85,1670.75,1661.25,1688.86,1662.27,1716.77,1651.76,1639.33,1654.28,1731.25,1626.17,1624.44,1686.16,1679.61,1728.53,1660.94,1656.25,1705.67,1685.46,1641.62,1701.58,1696.04,1681.69,1703.88,1651.41,1685.17,1728.76,1707.96,1658.32,1705.44,1734.88,1721.45,1652.49,1697.86,1701.28,1674.23,1719.28,1723.96,1746.29,1701.81,1701.23,1724.21,1720.97,1719.29,1739.39,1797.09,1758.72,1667.33,1717.8,1741.03,1662.39,1785.13,1774.46,1664.36,1718.61,1711.27,1758.8,1721.73,1730.52,1696.4,1714,1730.2,1734.45,1726.54,1742.43,1756.47,1797.32,1743.25,1699.16,1738.54,1770.01,1766.68,1795.71,1765.04,1783.26,1665.18,1771.3,1682.44,1821.29,1762.73,1784.71,1782.96,1774.53,1775.92,1755.08,1853.28,1780.26,1749.3,1785.6,1743.51,1766.68,1748.07,1742.15,1787.79,1758.26,1720.59,1784.34,1803.15,1777.43,1738.85,1764.08,1804.31,1746.41,1808.86,1748.63,1813,1766.44,1745.03,1744.62,1794.19,1737.34,1723.86,1736.77,1743.8,1702.58,1760.74,1743.38,1765.52
0.0387419,37.0253,17.4141,879.733,1385.9,1524.64,1615.88,1557.13,1644.77,1627.89,1650.48,1654.99,1551.79,1644.59,1590.33,1643.15,1533.78,1638.6,1632.16,1558.2,1641.28,1611.86,1615.47,1642.02,1618.13,1619.82,1634.32,1593.72,1620.04,1633.97,1627.49,1606.15,1562.6,1613.43,1604.54,1647.81,1657.29,1595.5,1611.94,1559.64,1646.25,1649.22,1598.19,1609.45,1595.5,1586.54,1566.82,1599.67,1602.7,1573.38,1630.14,1621.85,1626.1,1612.05,1617.72,1639.77,1620.24,1585.42,1609.6,1570.78,1596.93,1620.74,1565.36,1614.56,1619.73,1604.75,1607.71,1589.33,1598.64,1613.96,1573.04,1549.38,1529.1,1535.35,1544.6,1599.36,1583.06,1607.63,1664.56,1566.7,1583.83,1550.72,1581.28,1628.03,1644.73,1556.53,1572.72,1573.92,1597.83,1610.55,1633.42,1618.42,1599.94,1609.88,1592.55,1608.01,1584.17,1607.17,1620.53,1629.11,1625.01,1605.38,1557.84,1617.51,1612.9,1549.99,1584.34,1600.25,1602.11,1621.14,1558.99,1602.67,1541.91,1614.76,1579.58,1609.2,1583.38,1621.14,1623.06,1604.29,1546.29,1638.55,1627.91,1603.76,1613.37,1620.94,1620.24,1639.22,1593.34,1657.96,1612.03,1603.11,1637.82,1646.7,1598.46,1621.85,1593.82,1644.7,1592.44,1584.34,1560.44,1625.19,1627.2,1634.09,1626.29,1666.01,1649.05,1665.41,1656.65,1685.81,1695.66,1684.52,1645.87,1662.53,1647.77,1665.24,1694.58,1632.46,1663.5,1628.42,1637.61,1687.02,1611.91,1653.54,1626.1,1649.16,1690.4,1703.88,1661.86,1645.31,1686.36,1741.08,1732.64,1643.96,1752.52,1699.15,1698.75,1703.87,1707.26,1660.83,1652.09,1694.04,1709.19,1678.18,1708.17,1718.74,1657.84,1700.66,1721.25,1737.75,1664.4,1750.41,1659,1718.3,1692.43,1715.53,1696.59,1741.01,1676.14,1771.54,1695.11,1697.27,1754.54,1695.78,1771.75,1670.49,1745.55,1747.98,1681.68,1700.36,1726.65,1737.37,1691.22,1729.98,1734.33,1763.67,1789.3,1727.66,1716.94,1700.41,1690.15,1713.05,1734.63,1725.29,1670.7,1686.78,1716.34,1765.12,1662.1,1782.82,1719.74,1681.65,1757.27,1761.58,1755.2,1706.67,1702.54,1736.41,1716.72,1741.67,1772.79,1748.64,1781.74,1707.88,1694.71,1685.96,1674.63,1639.27,1753,1683.12,1762.04
0.039117,27.0987,28.7473,886.336,1379.15,1526.4,1575.13,1560.84,1590.59,1598.16,1610.7,1641.11,1609.42,1600.12,1599.64,1593.03,1612.75,1603.95,1607.55,1583.11,1607.31,1552.98,1589.42,1619.02,1575.88,1558.16,1589.17,1585.27,1624.34,1601.67,1581,1549.43,1571.65,1634.35,1642.95,1587.62,1610.96,1570.62,1583.48,1500.59,1550.61,1585.17,1624.25,1583.97,1564.32,1562.32,1579.18,1529.32,1607.16,1567.16,1661.41,1627.79,1611.22,1622.37,1537.81,1612.3,1591.17,1547.69,1578.24,1516.39,1553.94,1572.93,1581.77,1536.66,1604.03,1577.42,1607.38,1551.93,1533.09,1545.13,1606.65,1578.64,1520.61,1564.57,1542.03,1603.4,1551.13,1599.81,1604.85,1589.23,1565.51,1579.19,1610.49,1560.42,1595.97,1546.35,1573.34,1619.43,1566.89,1570.42,1549.69,1596.7,1543.32,1627.49,1553.55,1585.7,1562.15,1581.1,1586.1,1539.09,1564.76,1560.97,1523.03,1583.92,1617.98,1548.39,1565.53,1569.33,1552.25,1535.08,1536.47,1576.66,1552,1531.87,1506.79,1622.73,1565.32,1603.32,1584.85,1552.23,1600.54,1555.92,1583.33,1575.14,1626.95,1571.03,1619.28,1587.82,1610,1619.76,1571.3,1570.28,1604.69,1632.71,1582.22,1591.17,1598.65,1567.57,1600.53,1607.44,1558.87,1616.39,1634.79,1609.83,1658.34,1575.65,1609.3,1598.49,1551.35,1607.31,1626.6,1598.09,1608.84,1608.57,1632.36,1652.82,1655.97,1655.99,1653.78,1618.88,1655.07,1612.62,1607.43,1650.04,1644.27,1637.45,1644.27,1706.41,1670.22,1655.04,1684.7,1689.9,1666.16,1671.67,1673.12,1685.04,1649.97,1637.55,1650.6,1640.9,1664.78,1696.96,1629.03,1651.69,1712.41,1637.23,1661.29,1670.78,1664.04,1658,1675.16,1756.59,1630.35,1662.22,1708.36,1684.91,1757.43,1685.08,1704.54,1697.08,1719.6,1666.37,1667.17,1721.92,1716.22,1700.06,1705.19,1652.12,1648.73,1687.88,1696.37,1654.39,1669,1707.11,1731.03,1699.5,1715.94,1708.07,1694.74,1682.73,1720.28,1754.84,1742.74,1700.32,1736.21,1708.76,1673.53,1736.04,1714.72,1697.11,1689.47,1697.06,1656.35,1715.67,1712.26,1752.39,1709.13,1666.53,1702.19,1753.51,1722.6,1732.4,1727.79,1652.39,1640.71,1696.52,1701.8,1692.92,1741.75,1666.71,1745.23
0.0394922,43.4776,32.3694,910.945,1348.4,1516.93,1508.44,1557.03,1602.91,1541.13,1559.49,1599.11,1494.23,1529.35,1612.44,1540.95,1575.02,1512.64,1570.2,1520.4,1500.5,1529.81,1543.83,1616.43,1576.19,1560.24,1553.85,1542.74,1572.21,1509.26,1517.59,1590.38,1571.05,1513.45,1544.22,1509.83,1557.03,1522.52,1558.88,1530.33,1576.86,1543.86,1563.9,1560.02,1519.08,1569.58,1557.81,1505.05,1621.55,1558.53,1504.29,1558.71,1555.74,1565.26,1547.65,1576.08,1561.06,1563,1585.29,1547.92,1600.18,1498.85,1580.38,1563,1553.5,1516.54,1570.07,1534.96,1526.75,1564.38,1571.35,1512.55,1592.76,1576.96,1559.95,1552.18,1524.56,1556.28,1529.97,1518.46,1543.44,1478.74,1487.85,1548.94,1595.41,1568.31,1560.76,1561.72,1561.64,1531.68,1495,1510.78,1541.34,1547.03,1518.14,1564.09,1564.39,1529.5,1595.28,1525.81,1518.64,1544.65,1528.62,1549.79,1541.44,1526.9,1585.34,1557.72,1545.79,1572.14,1587.02,1578.1,1519.93,1575,1494.61,1585.29,1527.61,1538.32,1616.85,1522.83,1566.34,1587.09,1569.68,1522.84,1564.19,1568.01,1546.21,1539.47,1562.81,1573.95,1548.36,1557.34,1587.55,1548.91,1572.8,1608.44,1590.79,1593.44,1583.91,1554.79,1511.61,1557.99,1626.3,1519.18,1630.49,1614.13,1568.3,1591.6,1590.54,1550.42,1579.61,1560.97,1556.15,1603.67,1579.96,1601.62,1553.71,1572.52,1589.27,1614.13,1609.7,1561.82,1621.53,1582.46,1616.61,1588.36,1607.58,1654.44,1564.38,1620.07,1647.23,1668.53,1612.42,1686.44,1617.27,1640.81,1645.52,1679.15,1604.67,1679.11,1662.69,1630.38,1623.77,1555.87,1635.46,1606.36,1642.1,1630.07,1644.62,1629.72,1659.27,1654.36,1600.27,1640.56,1616.7,1652.42,1671.33,1644.72,1599.27,1702.42,1671.69,1687.62,1611.59,1691.37,1670.12,1637.29,1681.16,1707.48,1663.77,1672.52,1664.38,1686.58,1624.14,1619.38,1690.67,1673.65,1638.08,1710.43,1627.08,1635.32,1657.51,1719.89,1672.91,1637.55,1689.41,1672.28,1665.38,1682.52,1608.36,1711.5,1645.52,1679.93,1657.76,1690.44,1648.73,1642.64,1653.15,1640.83,1679.5,1680.92,1620.17,1692.8,1678.56,1632.86,1662.35,1632.71,1635.85,1646.03,1680.17,1683.37,1602.45
0.0398674,44.7693,23.1696,898.748,1330.61,1450.37,1548.97,1536.74,1508.01,1562.41,1492.66,1533.97,1516.64,1491.07,1559.36,1566.24,1538.34,1521.51,1581.14,1558.28,1509.96,1526.47,1508.49,1585.8,1461.9,1532.51,1546.44,1525.69,1535.51,1555.87,1581.43,1498.56,1518.75,1504.91,1489.03,1521.2,1563.52,1531.69,1536.63,1493.71,1533.4,1516.36,1514.51,1511.55,1528.18,1490.43,1539.84,1509.33,1535.14,1466.32,1545.96,1539.18,1485.7,1496.37,1554.2,1526.79,1546.93,1489.73,1540.21,1526.56,1542.06,1505.14,1530.71,1539.54,1495.98,1511.04,1527.9,1545.48,1515.69,1516.03,1562.57,1539.41,1546.74,1544.78,1552.09,1515.97,1479.36,1554.35,1538.29,1483.47,1527.97,1512.17,1533.99,1514.72,1496.85,1501.64,1485.75,1543.71,1521.9,1497.7,1514.74,1509.56,1474.63,1534.64,1471.54,1555.76,1506.46,1527.38,1568.34,1523.28,1515.54,1520.22,1502.05,1540.44,1492.3,1534.05,1506.62,1500.95,1536.52,1480.07,1501.71,1505.99,1560.24,1535.44,1519.07,1489.26,1509.95,1519.39,1527.86,1469.91,1549.46,1520.94,1553.53,1553.5,1508.87,1535.19,1537.65,1498.39,1544.4,1577.33,1502.1,1545.19,1482.59,1564.57,1529.49,1527.55,1528.16,1555.68,1515.55,1544.22,1527.9,1508.88,1587.44,1500.82,1520.14,1572.28,1565.33,1515.92,1544.7,1500.62,1585.56,1547.22,1498.23,1573.16,1590.86,1505.61,1614.51,1582.77,1566.7,1540.81,1550.43,1572.61,1540.1,1562.7,1574.72,1596.43,1599.22,1630.83,1561.04,1596.01,1607.39,1601.89,1541.71,1627.97,1634.45,1588.68,1567.69,1600.53,1611.52,1566.49,1614.49,1568.64,1563.8,1648.36,1594.58,1615.54,1594.28,1605.52,1648.69,1618,1583.16,1587.47,1557.1,1668.41,1627.55,1595.15,1653.77,1645.61,1592.91,1631.03,1623.94,1640.78,1599.31,1658.44,1656.45,1604.55,1650.28,1693.45,1618.39,1622.01,1603.37,1708.96,1629.85,1596.52,1627.85,1640.92,1612.3,1592.79,1629.4,1607.2,1614.52,1598.05,1601.27,1568.68,1663.5,1646.95,1619.44,1650.87,1604.59,1639.69,1663.14,1625.77,1601.62,1664.52,1647.01,1623.81,1673.15,1643.81,1617.87,1599.84,1619.81,1656.36,1634.86,1635.04,1622.01,1564.69,1676.96,1656.2,1627.97,1636.15,1651.46
