q,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
0.159921,3.99918,9.57611,51.1,58.6488,67.5939,62.4394,63.377,63.7361,73.9302,64.1472,76.2801,59.1124,67.5892,68.2455,67.571,67.5147,61.8829,66.6044,67.329,64.7766,70.6817,75.4173,59.2007,66.7997,65.1571,78.6855,65.5517,62.3538,70.8833,70.7286,70.5854,71.011,74.4921,68.9281,83.6887,72.4839,56.4268,66.2113,59.4116,61.5982,72.2577,65.9881,88.2303,60.3072,72.396,75.6002,66.4207,73.5137,62.336,67.7707,59.5999,71.1311,68.53,64.2045,70.8509,71.4466,56.1278,65.4328,60.8051,80.7733,69.7237,88.6992,69.5809,73.6828,58.8299,54.458,72.4412,63.5601,69.4509,64.2304,59.5887,59.504,71.1562,55.5898,65.1447,62.3709,61.073,70.9268,67.8386,77.6118,68.1752,67.714,73.7349,68.8696,66.9313,61.9419,82.8951,73.9808,67.8565,70.4645,65.7014,69.6079,71.428,73.5168,76.5584,73.3527,61.5911,84.5609,67.1387,71.6439,68.3087,60.6716,78.1046,62.3992,60.138,79.7036,62.8411,61.1178,67.9675,66.8418,70.0279,76.2248,75.4837,57.3269,64.5926,67.2119,56.5511,67.899,60.5655,74.1613,67.366,70.2838,64.002,68.8451,70.3276,53.624,81.6734,65.851,73.4541,68.074,70.6027,62.2511,55.711,70.4897,65.7024,63.392,71.9711,72.8667,64.745,64.4091,80.8243,75.2659,61.8524,71.3628,70.2279,64.6254,70.8483,68.8857,74.6255,53.4273,65.3839,62.4822,62.814,70.2028,67.9919,59.0684,68.7885,63.6508,80.3036,70.5236,69.9406,67.2125,74.8166,61.7711,65.5206,53.7309,60.6306,69.8544,79.5672,81.9508,68.1651,59.7105,64.8149,69.2685,65.2809,68.4709,70.2839,67.8983,54.869,67.5938,66.6601,66.3055,51.8844,66.7324,68.9283,69.377,85.3271,79.3955,73.3158,66.2695,51.8,70.4097,56.011,74.1143,64.6248,66.5133,72.8551,68.3513,68.9734,62.3438,68.0509,64.9046,67.7138,69.3246,73.1421,75.2773,58.2296,78.0157,64.2048,62.5509,58.9547,69.4964,61.9388,63.7505,75.9186,46.4781,71.4001,70.2284,72.9534,77.5381,65.8514,63.632,72.4419,68.5543,71.4468,58.7796,62.5377,72.9745,66.299,57.3314,66.8068,56.4281,54.0909,74.8005,60.7992,53.4272,68.2593,60.5166,63.935,64.0955,84.4514,62.9743,65.1035,65.1612,69.3684,71.251,61.447,71.4055,69.9313,54.1573
0.160296,6.34161,6.21982,26.9694,60.5519,72.4152,66.2834,76.4738,75.873,57.0678,69.6678,63.7597,61.8514,73.7306,76.312,72.627,63.9445,62.2333,62.7053,62.7734,75.9756,68.7787,63.7521,74.3774,86.1807,71.9097,61.4673,58.8637,64.1469,66.5703,74.2294,71.0869,59.9524,68.9579,67.9706,70.3404,63.1305,58.8028,68.2583,62.752,71.3459,66.1742,58.203,77.2755,63.052,64.3464,68.6606,81.1914,62.0707,78.8542,72.4719,76.5103,75.8414,78.0369,59.8849,79.7838,64.5062,69.4691,76.7507,59.1088,75.9928,55.2069,70.3618,78.7466,71.7855,76.7508,67.7729,71.3896,57.7878,77.8887,65.0678,59.7003,73.6136,62.8475,59.0505,67.069,56.7084,67.8215,66.9767,68.451,75.0968,63.8864,64.1055,79.1813,75.843,52.9706,70.58,73.1709,74.3691,60.3045,66.6059,76.98,45.3397,69.6264,62.0391,80.6809,67.9854,67.2367,71.5297,62.8254,68.5027,85.7629,69.889,64.8153,58.4445,67.2039,57.6638,63.1945,64.8368,70.3817,71.6683,59.71,66.6328,71.7719,77.0776,62.9012,73.1081,64.837,72.2407,56.7061,66.3448,58.9301,63.2029,62.8103,78.5971,60.3652,67.1328,70.6595,63.5634,63.4158,52.6646,74.5815,73.4344,74.6342,57.4228,68.107,65.912,63.5637,67.5942,63.5458,76.6728,70.6223,75.6563,62.3294,63.9245,77.2208,67.3858,58.6237,56.2883,67.4213,67.4884,58.9236,77.7337,56.6396,72.7421,60.7917,72.5017,57.4878,59.8989,75.6561,73.5458,56.6981,71.1971,66.5883,63.8042,63.8446,66.573,65.069,63.6506,64.2509,63.4914,77.1001,63.4111,67.338,63.5042,72.1235,61.6324,47.4478,64.1685,72.4308,67.9593,56.8232,64.4893,72.9636,60.9666,76.529,57.5452,64.8521,64.4055,61.452,69.2793,63.0982,56.7646,57.9056,71.0299,64.2674,67.7184,67.013,65.9585,74.7816,62.3401,69.0203,64.6567,79.2798,56.5882,63.3149,63.2625,64.8282,61.5085,69.0041,60.6158,60.3764,70.2348,65.655,63.5042,54.3032,75.7766,78.0266,68.7978,78.1693,69.0643,67.1746,66.5141,59.4747,75.0648,61.5046,64.5462,85.2489,61.1416,58.2704,68.1213,68.3743,71.7492,65.9706,69.5056,55.9919,63.6316,72.3611,60.8588,59.2282,62.77,74.277,71.6382,52.3935,85.6818,65.5345,82.2216,68.5123,52.552,55.2576,54.7254
0.160671,2.86328,5.66812,34.0281,54.7289,64.9195,78.3431,71.2931,77.4397,72.0373,51.5989,59.2511,67.4475,53.8203,66.6667,77.681,72.5456,68.9444,72.5298,56.8391,71.7471,65.9908,68.1911,73.2838,59.4806,69.8407,65.7839,68.8936,64.9592,65.3403,68.3284,66.6307,53.0306,70.028,62.8731,84.2432,74.4262,74.4266,79.7034,52.6413,76.8924,64.348,65.7302,69.1451,73.9426,81.7032,66.4722,59.1812,76.4294,48.6169,68.7209,75.7904,61.8412,72.6187,57.3174,76.6509,68.6893,64.8615,72.0436,63.8846,73.2112,65.7502,71.0712,78.6324,51.6478,56.8295,86.3214,61.4032,68.1012,53.0308,72.5192,52.9512,80.7532,72.2439,63.8401,72.8484,70.5254,70.3448,77.6806,66.2703,74.4855,67.2151,67.9382,70.7285,61.5281,51.0996,61.8971,71.5908,64.2456,81.929,74.9386,63.7574,54.9017,89.2329,66.4514,72.3777,57.1436,72.6472,91.3073,59.5423,65.0809,73.9667,66.3906,83.9328,68.7269,66.9413,56.2931,71.113,67.3451,73.3882,66.5728,70.6313,53.5793,60.7574,67.2315,67.3344,49.8399,79.5517,64.8616,57.1381,78.1685,63.7195,73.5399,86.402,71.6104,79.8503,61.9455,59.7934,69.8069,63.7455,65.8855,57.0232,65.8239,62.0365,60.746,66.2823,64.3158,54.2378,71.0718,58.4592,57.2611,54.7761,65.0395,61.9365,64.0139,65.4011,68.0858,59.3013,71.7711,68.9695,62.1483,71.7291,61.7158,57.7989,75.1426,66.7762,67.7972,68.1761,62.6385,70.1065,48.2177,53.2646,73.6061,54.9174,58.9449,57.4377,63.29,69.3871,46.5766,69.1873,67.677,58.7057,67.2211,78.524,57.5607,64.5351,42.4409,53.5233,64.0165,61.3023,59.0029,55.33,57.9198,77.4081,55.7449,62.1481,50.0572,57.9196,74.8661,67.6768,71.6744,72.0192,57.4371,69.9276,65.7301,67.7255,66.2477,62.9062,45.0915,71.2588,61.8251,54.0581,57.2502,65.5232,74.5045,63.5235,66.2477,68.6626,64.8384,58.4001,79.878,65.4113,80.0639,75.511,62.6272,65.9432,73.8466,61.6559,64.0741,64.7079,52.814,56.5307,67.576,64.1344,68.6627,62.1902,61.4894,61.4095,79.9656,70.8515,63.7645,66.6666,65.8503,57.0136,59.7962,51.3708,65.7738,73.6807,65.1692,60.2715,65.3872,69.8071,68.1232,73.3765,67.3026,61.169,61.7206,51.5475,52.0094,68.3589,56.2349
0.161046,8.08926,0.230957,65.1579,56.9915,58.26,53.3082,62.8372,64.9333,54.1923,71.1566,71.737,62.4422,72.9605,67.7175,77.51,59.6801,61.7979,76.0005,57.9214,74.26,59.1534,61.2212,66.0441,60.5385,66.1045,70.1282,69.5515,73.744,61.5494,62.661,67.9572,70.5518,61.3357,62.4578,61.0285,65.6734,70.1122,63.391,59.303,68.3925,64.5161,65.0652,53.4371,71.8842,74.936,58.6451,71.6492,71.4898,59.4823,64.1314,63.6461,73.7623,65.5499,70.4794,77.0474,68.3251,68.0804,62.7069,61.4281,69.3179,77.3855,62.8405,61.1595,54.8223,66.0422,65.2502,64.5733,74.7391,59.1928,66.1725,65.0162,82.5854,70.8024,72.9673,77.8529,59.329,73.0471,62.2206,74.5943,77.4002,59.3689,56.2835,86.4437,61.9879,63.267,61.2478,74.5835,57.1145,59.4596,82.4615,63.5336,72.4544,61.0219,72.9346,66.5364,64.6408,57.6424,73.7382,74.3584,53.9875,67.6537,65.0084,75.7836,55.7326,64.4495,65.1236,65.2489,65.5482,52.1953,62.7614,48.8569,68.3944,71.1734,71.7677,66.7834,67.5223,54.7919,53.6208,69.5624,70.8026,58.9958,64.0166,58.7557,66.3604,73.195,64.2706,71.9115,57.3405,59.9499,62.5835,70.4221,54.9944,57.3716,66.7243,59.5826,54.307,70.4289,60.9896,67.8325,63.5232,71.7304,64.1978,66.6096,77.0928,64.6915,74.2359,61.0602,72.0887,62.5186,72.4725,61.3835,70.5484,67.0337,69.7476,48.4874,77.8779,59.3842,72.851,70.862,58.7122,65.361,76.1411,63.8404,64.5023,43.6501,74.2559,72.9597,49.2907,58.7231,66.6588,72.9144,66.9727,68.1396,59.6312,64.9416,69.5624,59.329,66.7209,74.6977,65.054,53.9189,68.6433,59.0343,65.9196,76.0583,69.9196,66.1663,53.2843,66.668,72.8365,64.2472,62.606,61.1682,66.0489,54.061,75.5537,59.8452,64.3862,72.9856,57.0193,59.2612,63.3806,66.1656,60.1924,63.1536,66.9069,76.0478,52.3384,60.3876,68.8875,69.8759,60.0963,54.5761,69.8746,64.51,60.0018,67.4075,65.3087,71.1242,54.9218,56.1056,71.1068,51.4339,57.3952,68.8171,70.4382,58.398,59.5999,64.7637,55.8823,60.439,59.1631,66.1075,71.3079,60.089,67.6503,60.171,68.8867,59.4297,58.0285,62.0323,51.8906,51.9698,59.5268,62.8372,66.2305,62.6057,49.274,64.8724,69.1259
0.161421,1.39487,-5.11258,33.76,62.9144,55.8941,73.746,50.4738,70.5126,65.1488,56.7398,71.0217,53.8486,69.0356,81.3519,67.6679,56.1168,50.921,79.2829,54.6996,64.3804,64.7103,67.0479,68.663,55.7477,78.2888,59.8481,75.0023,69.5923,73.3076,72.304,73.6568,70.5816,66.549,74.9865,64.3764,59.6277,70.5126,69.2186,62.2597,71.2655,82.2874,52.5003,65.485,63.7955,53.4156,64.6988,51.5517,77.9746,52.9551,64.635,55.2572,62.6536,61.73,71.3778,58.7373,75.0209,69.34,68.1627,72.5584,76.6621,62.2388,60.7403,65.1242,65.9358,76.3418,60.437,63.3557,71.1985,65.1314,75.9696,62.2103,72.7015,79.7644,68.9084,51.0981,67.4911,60.0112,68.1623,61.5734,77.6926,62.4485,73.7395,66.5515,67.1794,65.007,59.3963,66.0548,71.9405,56.7395,60.5173,55.0298,65.5648,65.1175,70.5103,59.009,54.2887,63.9492,80.8716,58.9628,73.5193,84.2649,55.2852,56.3069,66.1974,60.8825,60.9391,68.2308,75.8546,67.7924,71.0836,56.8553,66.3119,63.5083,61.3267,67.791,63.8334,68.6604,77.399,57.1027,71.5739,85.9016,69.9662,64.0486,68.6049,63.2146,67.4917,61.7984,73.3062,77.2577,71.2609,52.3147,52.7435,73.6327,61.9275,60.5688,63.8253,61.5391,58.0168,58.7162,74.0502,64.3191,61.8549,59.9965,67.2437,80.5505,79.3422,57.7275,57.1722,61.9005,72.0093,65.3346,55.4955,75.7456,62.4859,76.1441,59.5203,72.2552,59.1025,64.7021,73.679,68.7199,75.8097,79.2611,69.4659,63.9694,58.0702,65.9321,60.8391,65.7975,64.9458,73.6922,54.3101,49.237,54.0546,71.1308,67.1179,66.6249,56.1978,63.327,55.2745,70.3269,75.0002,60.8833,64.9465,62.2111,69.3388,65.3059,58.7044,65.4518,69.2834,69.8413,55.3375,57.8224,61.6288,56.6341,60.8512,73.0405,57.9684,66.7899,59.9703,55.6689,58.1717,72.3763,61.0558,58.8341,71.7565,75.3504,59.5963,78.4156,66.0641,55.2643,56.2811,61.1118,60.7404,65.0159,55.4164,63.8456,53.3115,65.047,60.7064,69.9619,66.4278,70.7088,61.4708,62.1747,81.1448,66.0593,54.9153,44.9095,59.3288,65.1398,59.2853,67.3601,65.7391,64.7794,57.9934,58.5534,55.8844,55.9493,50.2267,58.3181,66.1166,63.5452,59.6484,57.4009,74.4208,63.3558,61.3589,69.8377,70.8839
0.161797,8.80429,-1.97708,38.6926,44.0424,53.9577,65.2578,64.0218,62.0159,62.9947,59.8423,66.3856,62.7744,58.1223,67.1005,65.4007,60.0881,54.194,74.8279,67.6711,63.4363,52.7643,67.1441,58.3309,70.4377,74.8798,65.0013,52.4091,60.8618,66.097,70.4852,54.4959,67.341,57.9395,68.6521,64.8073,66.028,66.1536,69.2242,67.3131,70.6643,64.4946,58.6727,69.7085,71.1177,62.2482,80.6977,74.8674,88.2831,64.9993,67.5916,63.5984,73.4925,67.1565,65.2943,65.8867,77.7471,65.6982,55.0882,75.1235,69.8432,60.0296,68.4132,63.939,58.0032,58.3542,66.8497,57.4225,63.4684,69.6007,77.7,59.1602,45.8961,66.3212,67.898,59.4033,60.8285,63.1509,64.8994,56.6209,67.3094,64.5099,55.7162,65.1316,50.7767,59.6817,62.9105,72.0484,67.6042,62.0956,64.0432,69.9941,66.1534,67.3197,71.1766,70.2909,74.6227,74.0557,67.1156,57.5889,65.347,65.903,77.6165,66.1674,64.5595,71.0511,48.699,64.4706,69.0301,68.7784,66.192,65.5987,59.2512,65.8177,62.8694,53.7065,52.7375,70.1609,58.9121,57.8285,71.2267,62.9946,62.8357,60.518,50.2916,56.8752,57.6204,55.56,73.3673,65.8527,60.2383,58.3604,61.0629,64.1113,56.2115,60.3433,58.6054,60.9378,65.6526,59.8423,61.0795,67.3949,56.1144,61.1547,56.8145,61.5107,57.6099,67.2296,58.025,64.19,64.3779,63.5601,52.0636,67.0086,48.1288,55.9482,54.3922,58.8751,60.4708,66.4055,72.7455,62.3055,50.3069,66.1831,62.6958,59.5372,77.1344,57.6004,49.5162,49.6003,58.8812,47.0545,59.6302,65.7773,62.1376,56.6589,56.1991,64.4664,64.5677,61.6118,60.2383,69.7337,59.0728,58.5364,62.5175,66.8925,59.6302,65.7485,56.8144,65.2908,68.5392,58.1345,57.4224,65.3318,65.9247,58.735,60.4896,70.4932,56.0737,68.2553,57.9948,67.4069,57.6419,69.2824,63.2119,60.9618,55.8418,59.4846,64.7401,55.533,63.8956,65.0069,63.5009,60.1354,58.3733,72.4946,71.6767,55.2691,59.6284,61.0624,58.3601,61.0627,59.2335,52.2986,64.3836,50.5773,56.8753,67.9087,61.1194,53.982,62.0899,61.2048,62.7991,49.6378,81.182,60.1109,66.6407,58.5351,61.2352,74.873,57.2516,51.6462,64.5677,54.7325,67.9225,61.6396,63.4487,61.9242,57.126,66.9641,57.9103
0.162172,-6.50293,6.47675,31.377,56.3316,61.5154,73.8675,59.9023,83.803,63.1522,46.6725,70.3341,60.5589,50.4527,66.0091,64.8087,63.9919,65.3844,74.6278,60.5515,63.4633,60.0488,73.3628,54.1728,64.117,62.1831,63.5161,55.4127,66.5339,78.8459,55.3396,59.8922,57.4301,77.9125,52.1716,75.447,73.6135,56.1287,58.4378,70.241,67.1824,67.4149,54.9269,73.297,70.5513,65.2961,66.3177,50.3153,69.5765,62.7843,72.1679,70.6653,55.0368,54.9968,62.57,65.5424,48.5564,61.9507,58.6169,71.6714,63.832,66.5847,68.0804,68.3802,62.1668,65.9264,67.7711,64.21,70.5396,46.0928,77.5234,63.4353,66.3442,75.821,61.2538,51.4647,60.2197,66.5887,57.7639,45.8482,83.3037,49.1552,62.7757,64.0289,51.7715,55.1627,59.1696,65.9148,71.6719,71.2935,61.7926,66.9108,50.9713,77.8497,53.0454,65.0607,60.7608,56.9785,69.4289,63.1281,66.8948,59.896,53.7478,55.5247,55.949,65.8342,69.0322,49.4161,88.3738,58.8567,59.4042,64.1273,58.8889,63.2013,55.5032,59.2469,59.399,61.6319,56.2766,64.2531,69.385,72.1017,54.5564,67.4284,60.2198,64.3052,66.1613,68.0229,60.5792,68.4148,55.0881,66.4087,66.3741,62.7469,79.8354,70.0374,57.2306,63.0989,56.7482,60.9928,48.012,61.3795,51.0822,61.8092,65.1281,55.7413,67.0358,66.0176,64.6995,53.5031,69.5791,69.4851,67.1448,66.2857,55.6502,58.5949,67.3388,54.1042,64.6522,49.1934,60.2198,53.7548,59.3903,48.4291,54.4064,60.3095,75.8214,56.3484,61.7822,67.2869,61.7893,70.7732,70.0502,61.6639,61.029,58.1755,65.0074,57.9544,61.4461,61.2538,64.162,57.601,57.3126,63.9511,61.9151,64.659,53.89,65.2747,69.533,61.1799,55.3631,68.4994,69.7295,61.2093,52.5436,53.6066,50.2993,64.2803,43.1294,79.0541,65.1578,58.267,55.5034,63.9099,66.0091,58.5948,72.7316,60.5072,62.267,62.0679,77.5234,63.7767,47.6263,63.4248,67.9542,65.0021,53.8523,54.77,64.429,75.8887,63.0196,63.9799,58.1127,71.7983,68.6989,59.1086,62.6889,58.0152,62.7762,59.0036,68.7795,54.6823,60.8228,44.2034,66.4707,65.2785,60.8749,55.0153,66.8036,61.4457,65.563,53.0208,47.5764,62.5175,56.2917,52.9839,70.0271,60.4468,59.651,66.7513,56.4172
0.162547,3.67529,13.0869,42.0392,62.2336,72.3358,61.114,49.4604,70.0791,61.5215,71.7856,67.4106,78.062,74.8622,71.0292,65.4276,53.9926,70.6541,78.4001,67.8322,71.7666,55.0203,63.1307,63.2467,57.1184,65.7009,71.4486,65.4272,62.264,67.5073,57.7242,76.6857,66.2343,67.7807,72.2079,70.8771,71.3363,55.747,87.8889,55.597,62.7525,71.5475,54.9294,80.3563,59.53,69.6908,64.1702,78.9422,67.5369,66.7919,68.5004,61.7422,60.3173,62.536,75.7425,66.157,58.9797,57.7787,81.4046,54.9454,78.1951,63.3103,74.359,71.5141,65.4275,64.9044,68.639,69.3475,65.5014,70.0114,60.1392,77.6868,50.6531,71.8884,66.5347,63.6898,67.633,48.9836,63.6671,61.0204,68.2029,69.5551,63.7708,64.0138,59.6798,79.2023,58.1606,73.846,66.8837,45.4204,67.9651,69.4144,67.1873,67.5861,63.5802,72.5934,62.1387,65.2823,52.0477,56.2177,85.7392,70.3322,66.2841,79.1376,61.7148,69.2163,65.2573,56.8307,79.6462,60.8616,63.3021,70.2765,74.2332,74.9152,50.6186,61.5036,62.6618,71.1992,73.6569,61.2288,74.5374,71.9561,72.6644,71.6817,67.6329,74.3541,54.8798,71.7841,57.9251,46.6015,58.1028,61.135,59.5615,67.6542,61.4908,47.8055,66.7937,49.7414,69.8285,60.3609,57.0672,77.6294,69.9542,48.3173,69.0167,65.802,72.4243,70.2792,72.9821,69.8759,57.2055,60.8381,60.6007,74.4749,57.2805,51.6779,58.4113,62.2785,58.5778,74.4847,70.2744,55.8884,70.2397,58.0819,68.5007,63.8209,63.465,57.5989,57.1512,59.5516,51.0945,65.9534,68.67,66.4332,63.9143,72.1031,57.5846,62.2242,74.5385,60.2316,52.6867,53.5813,58.055,68.3388,54.2377,50.1455,71.9253,56.4131,59.8344,58.4113,54.224,64.4388,62.8281,57.1697,70.9774,64.2708,68.6831,56.0076,62.9879,55.1064,77.3121,58.2612,71.6358,62.0074,51.0295,56.453,66.164,71.0763,57.121,49.6401,56.2383,70.1904,57.1511,65.1761,74.7368,64.9916,66.0538,60.0442,50.9528,60.9268,64.7727,54.9037,54.576,66.501,65.5342,62.8716,67.3423,71.5881,57.01,69.9155,72.2878,58.7023,59.0665,55.6589,66.9542,62.8911,64.6436,57.7785,58.0874,68.9939,49.7118,45.8391,61.9369,59.1284,62.1898,68.0676,63.842,68.3446,52.8554,65.4785,53.9064
0.162922,10.8631,3.53027,39.0105,55.9484,71.6194,58.5877,45.9996,60.6213,75.5511,57.4578,51.6783,64.8602,67.3726,68.1902,68.9954,52.1163,69.0652,68.9665,60.0155,62.1615,57.2683,58.4628,53.9361,64.2965,70.6804,63.3437,69.2035,58.7252,57.6874,73.1826,69.9452,51.912,68.3572,57.5852,75.198,64.9956,68.4951,87.0776,59.6844,68.3627,75.8004,80.5966,68.6624,54.2638,74.6244,64.9957,53.839,60.3332,60.611,70.3084,51.4673,71.4349,58.3724,65.8864,65.1047,68.8143,60.2817,78.6309,69.8146,70.0511,69.0059,65.8714,68.9255,58.7471,58.7235,64.189,62.401,53.4504,73.6874,64.2455,60.2635,54.7256,62.5284,54.3269,71.4303,62.1886,67.2807,63.7459,56.4915,73.9481,64.2302,67.8634,72.8746,67.8822,56.7929,62.1386,61.8386,73.4373,64.0718,71.1806,60.0965,67.1203,63.8952,67.6353,72.3692,58.7249,60.1007,66.2035,63.4479,63.937,68.2484,72.4369,67.6324,63.7815,57.9027,62.0755,52.9505,71.8718,65.7314,73.0645,59.9461,62.3691,69.8006,69.1975,70.6179,55.8724,62.5979,58.028,54.2,57.89,62.0964,72.0663,51.7948,64.6894,69.62,50.387,54.1865,71.5602,76.7798,59.9756,47.1289,70.4337,65.3436,70.6866,69.0643,72.2455,63.6759,77.7549,65.3203,69.8157,65.2296,72.7517,54.0518,64.4392,63.2451,70.5701,60.8274,60.5152,61.4095,67.7361,67.7658,52.2012,63.0842,75.1237,62.9443,59.8906,67.4976,63.0927,59.9922,55.6868,55.0214,70.5526,64.1554,59.295,53.287,48.1577,62.104,65.3401,73.1259,58.1219,72.6884,57.3749,66.6205,63.7449,52.4142,67.9408,57.6873,56.6501,70.1173,56.4698,66.8175,76.7693,60.148,41.876,57.4601,61.8555,65.9717,58.5627,56.3945,48.6095,70.0529,60.407,82.3225,67.6352,48.3758,66.9869,56.6162,64.9422,66.4592,49.6409,66.6205,69.8005,59.9755,51.8108,53.0753,51.5869,64.4829,70.3206,65.6368,54.2384,66.7335,57.2507,65.9952,57.2407,54.5617,55.4892,62.1382,52.7374,66.2077,60.8446,56.5421,49.834,64.1892,67.9886,53.7143,66.0367,51.4987,70.0699,49.2486,53.2,70.0658,69.8785,57.4185,62.5135,58.7244,58.9641,59.7812,64.729,63.5392,56.8728,63.3005,58.4041,54.9843,62.7674,65.371,55.2906,63.6472,47.2495,63.425,46.1774
0.163297,0.899261,6.35849,41.7926,49.7272,62.0355,59.5749,64.7375,72.4646,62.4831,47.4105,64.6188,68.7096,69.6548,59.9005,66.2101,71.211,57.8184,72.4209,68.3,48.4508,63.8885,69.1674,67.2046,59.136,62.3395,75.5751,62.9761,53.4294,65.7903,60.6378,54.5367,65.0481,68.6839,80.1126,62.709,42.662,67.1903,57.434,59.4948,58.8371,63.4611,57.7698,67.1481,58.4529,62.0355,51.6154,49.7379,64.2502,58.9415,67.3819,57.6987,57.8021,71.2377,76.249,66.7079,64.802,56.686,75.5511,61.9863,66.1527,60.0896,67.077,60.989,67.6814,63.1413,63.7042,56.9138,74.8581,52.3988,68.3041,63.955,67.0206,66.1529,63.0183,73.0433,49.2255,66.6511,69.2755,69.8178,74.1876,52.7262,69.7761,68.6759,63.3955,58.9079,61.5603,62.7728,61.0053,59.4136,57.7755,61.3829,48.4265,82.4292,64.3743,53.8226,59.1803,55.6463,55.348,72.2728,67.0853,67.8132,57.1042,62.9084,68.287,60.7022,64.557,59.044,56.0086,51.0897,64.1865,66.3995,50.1368,70.3359,66.0278,54.4176,61.7947,56.3777,57.6693,61.7412,60.8619,62.8954,60.7595,69.4433,68.4897,66.3318,52.8256,49.1028,60.7499,57.0775,73.5852,68.2353,69.9612,62.5236,55.3716,55.2488,68.056,62.592,71.9872,60.1481,53.3974,75.4398,65.4809,62.4921,65.6676,66.8315,72.8853,50.2277,58.6196,53.1214,67.3231,69.1422,58.3085,63.2632,57.7617,58.676,59.3547,57.7475,61.2952,60.3253,60.0231,60.7427,56.9126,63.8882,64.6802,60.3354,61.7325,71.0049,59.4301,54.2556,70.6245,70.7141,50.1476,69.7661,55.0473,58.132,58.4312,67.7535,66.7665,66.462,66.213,57.9434,66.9594,48.4612,49.6526,63.2647,68.9566,65.9735,64.5633,53.7183,69.4098,58.8913,78.317,59.3991,52.7554,53.9189,67.5646,81.309,63.4573,71.7725,55.0256,67.804,60.9851,57.4893,59.6551,70.5673,59.5781,63.8784,48.4125,50.4197,60.0803,58.5911,64.6818,61.4265,54.5556,71.9254,61.4299,66.3386,48.1721,57.3302,58.8139,46.1349,64.9844,64.3178,57.8579,66.8842,59.7534,67.9265,62.1161,57.4675,60.6377,70.2076,64.4967,72.1718,66.2811,50.7372,57.4846,63.8157,80.4822,69.2249,56.2753,68.7326,53.1214,64.5648,51.154,57.1341,63.6974,60.9496,58.7281,58.6621,62.4167
