q,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
0.00347619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00385136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00422652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00460169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00497686,-98.3672,465.027,14478.8,22082.2,23776,24576.7,24502.9,25163.4,24105.6,24370.1,24888.9,25773.3,25072.5,26133.4,26663.1,26076.2,28474.4,28016.6,28727.7,30183.1,30255,30311.4,33074.7,34015.6,34804.5,37017.6,38363.5,41307.5,42470.8,44702,46113.9,49169,50522,51244.4,54225.9,56214,56840.1,59015.8,59859.6,62016.9,63924.9,64837.4,67881,70468.8,73520.2,72926.7,75062,76336.4,77679.9,77692.5,80591.2,81728.4,81489.1,82650,85894.2,86584.9,87621.8,89165.3,90232.7,90318,89652.3,93084.3,94048.7,96106.4,95954.7,98199.8,97800.8,95860.1,98421.5,98041.1,101244,97754.3,97753.2,100895,103447,99551.9,101307,107518,104407,104250,107231,109180,103937,103832,107519,106246,106667,104255,102158,106332,101634,106509,108867,107722,106114,105809,107043,104276,102839,106132,107367,104468,101759,106425,104776,103317,103453,108358,106432,103917,104629,105539,104120,102275,104745,107560,104237,100335,101401,99846,102239,100247,103191,106607,98906,101648,105744,105548,101038,100414,103333,104099,99805.2,97807.9,100634,98895.7,101501,101337,103744,100464,99678.5,100437,106575,100052,98969.2,100588,101312,99446.5,96301.5,100722,98431,98954,100713,103548,100726,99430.9,102753,104697,97380,98319.3,103557,100246,97067.4,95688.9,97835.6,99822.1,96074.8,98860.5,97931.1,97482.1,94666,95237.3
0.00535202,-0.47998,318.258,13785.2,22545.7,24339.2,24854.2,24927.6,25406.6,25170.3,25923.8,25753.2,25362,26541.5,24972.2,26653.8,27215.7,28975.4,28596.9,28457.9,30494.1,30646.9,32048.4,33549.9,34875.6,35123.2,37529,38482.3,40498.4,41690.5,44877.4,45290.2,48005.6,49034.3,49031.8,50783.5,52345,54939.8,55538.8,56635,60451.5,61480.9,62096.5,64199.7,64391.3,65747.8,67572.6,69672.6,73392.1,72286.3,72463,75482.2,76771.7,76592.3,77082.9,78454.8,80748.8,81531.8,82904.5,83857.9,83858.1,84991.7,87420.2,89897.1,88257.1,89454.7,89746.4,91358.6,90162.6,91373,91320.3,93575.9,92568,93725,95080,95555.6,93432.7,95483.9,99145.6,95877.8,96064.8,97266.3,98042.4,97341.3,94633.5,97647,99004.3,96466,97396.6,97082.1,98349.7,95270.2,99118.1,102229,100145,98364.5,97454.8,98896.5,97195.2,96474.9,97322,99915.7,97227.7,94621.5,99081.9,98119.1,97019,94155.6,99725.9,96327.3,96907.7,96195.3,99112.6,98911.8,94377.5,97540.5,98480.4,96487,94679.5,93550.8,95847.1,95297,94145,95744.8,99477.4,91647,95844.4,98369.3,95660.5,94959.3,95962.2,98357.4,94575.2,91779.3,93113,93345.4,92632.8,94174.9,95494.3,98283.5,91776.6,92786.7,94887.5,97713.7,93968.9,92053.7,96479.5,94572.3,92874.7,91741.6,93212,90562.1,92302.6,93370.6,96453.1,92752.1,90561,92595,97979.5,92028.3,90583.2,92223.4,93672.9,90276.2,89705.5,91161.7,92483.8,90871.9,89480.5,90191.1,91054.4,88161.2,90887.1
0.00572719,290.905,126.177,13065.5,22763.7,24166.8,24664.9,24637.3,24525.6,24649.9,24933.3,25172.3,25323.2,25970.2,25846,25878.8,27277.8,27068.6,28319.9,29520.2,29816.8,29697,31656.3,31969.3,33071.2,34876.7,35807,36718.2,38568,39495.6,40408,42157,43812.1,45462.1,45768.6,48512.8,50627.4,50881.6,51861.5,52872.7,55790.1,55807.8,56715.4,59626.7,60525.7,60982.9,62932.5,63898.2,66413.8,66851,68694.3,68515.3,69240.2,70179.8,70866.7,73256.2,71774.5,74510.9,75432.5,76654.9,76212.3,76539,78560.3,81149.7,80076.7,80396.2,83226.3,81604.7,81159.4,81026.1,84707.1,84542.6,82776.3,84138.8,85182,86824.8,83318.2,85789.6,88508.7,88130.9,87031,87941.1,87510.8,88201.9,86137.6,89143.8,89119.6,88735.2,87492.3,87265.9,88906.4,87712.6,88266.8,91654.4,88632.8,89564.9,88480.4,91476,87130.6,87196.9,88232.7,89301,87155.2,86635.9,87240.1,87940.3,87495.9,85489,89575.4,87135.1,85398.9,86972.9,87333.1,89174.3,85793.4,87055.6,88272.6,84306.2,85203.8,85076.7,85890.2,85235.8,86287.6,85505.1,88742.3,84901.1,84177.2,86776.9,86961.1,83882.1,84851.2,87167.8,86087.1,84400.7,84071.2,84663.4,84681.1,83579.9,87190.5,87472.5,83263.3,85267.9,85192.9,89302.2,84800,82102,85720,85448.7,82457.1,84277.7,84110.8,81792,83458,85679.2,87236.9,84456.4,81217.4,83423.3,86546.1,83707.3,82389,85298.7,83333.1,83074.5,82818.3,82286.5,83466.7,82897.6,82140.3,81377.9,82617.1,80346.6,81851
0.00610236,158.625,371.569,12616.2,22106.4,24000.1,24169.5,24096.7,23839,24546.7,25384,24822.2,24752.1,25012.6,25267.5,25630.2,26381.9,26569.5,27448.8,28219.9,29169.3,29383.7,31052.7,31747.5,32551,33038.5,34622.4,35489.1,37125,37752.6,38633.8,40281.4,41225.7,43109,43343.1,45714,46915.8,47859.3,48306.9,49577.5,51063.3,51640.1,53060.6,55988.3,55741.1,55285.8,57162,59337.3,60545.6,59631.2,61633,64044.3,63992.5,64508.2,63704.3,66764.6,66792.1,66670.6,68411.3,69732.7,71430.6,70935.8,72194.1,74130.7,73694.2,73100.7,73984.8,74689.6,73682.3,74559,76180.3,76500.5,75097.4,76416,76546,78866.5,76720.2,77248.4,80581,79286.7,79610.3,80781,79695.9,80391.5,79224.9,81195.4,79755.2,81193.5,79926.4,78698.4,80355.4,78955.4,79162.8,82284.2,81256,80030.5,80427.7,82301.5,80247.9,80327.3,80029.4,80282.6,80375.1,78409.3,79516.8,79386.5,78308,77937.4,81385.2,79397.5,79064.5,78311.2,80858,79641.4,78649.1,78687.1,80070.1,78058.9,77923.4,76439,78007.4,76792.4,78256.5,78135.9,81237.5,77841.6,77424.2,80658.2,79724.1,76423.3,77970,79869,79259.3,76804.5,77313.2,78496.7,76335,76910.2,78787.1,79287.9,77121.5,76991.8,76826.2,79950,76652.3,77967.7,78293.8,78538.1,75545.5,75726.6,76026.2,76620.7,75879.4,78606.2,78399.6,79030.9,75123.2,76595,78941.2,75373.8,75082.1,76750.6,76234.8,73988.6,75659.6,76444.5,75650.1,74922.2,76181.8,73730,75194.3,72880.8,75251.6
0.00647753,61.7285,48.9246,12375.1,22142.6,23611.9,24444,23946.7,24025.3,24237,24309.5,24279.1,25289.8,25286.7,25464.2,25726.8,26118.1,25841.7,27202.6,28342,28709,29209.3,29421.5,30923,30366.1,32846.1,32822.6,34052.6,36158.9,35772.2,37464.2,37927.9,39295,40525.7,41053,41446.6,44938.2,44737.6,46102.1,46577.9,47572.7,48171.3,49896.5,51626.8,51925.5,52336.3,53363.4,54524.2,56141.7,55239.5,57104.1,58687.8,59131.9,59228.8,59760.2,60803.7,61507.6,62021.9,63628.4,65344,64227.9,64288.3,66645.6,67506.6,66970.2,66810,68963.9,68445.4,67543.6,68754.9,69258.9,69261.2,68917.6,70029.2,71310.9,72839.6,70181.2,72105.4,73739.8,72047.9,71783.6,72691.6,74370.6,73192.6,72926.1,74137.4,73096.5,74182.7,72060.5,73062.9,73117.7,71689.7,73678.8,75168.5,75345.7,73455.4,74251.4,75450.6,72948.2,72421.7,73144,73981.2,72764.3,72007,72845.8,72563,71198.6,71882.8,74636.8,72534.8,72567.2,72567.6,73166.1,72785.6,71767.4,72480.4,73273.8,71964.9,70144.8,70926,71437.3,71838.4,70836.7,72594.1,73694.1,71941.1,70338.4,71764.2,72572.6,71180.9,71146.7,72856.2,71291.1,70721.7,70027.9,71318.1,70637.2,70102.3,72077.4,73326.3,71077.8,70438.8,71349.4,74328.9,70991.2,70213.7,71912.5,71887.4,69864.7,69870.1,69687.9,69436.9,69059.5,71029.5,72271.1,70090.2,69579.3,70830.5,72140.6,70405.8,69014.4,72224.8,70373.8,69018.6,69536.2,69606.2,69314.3,69577.6,68742,69355.3,68293.4,67499.7,68434.9
0.00685269,26.6179,120.444,11998.3,21546.6,23766.5,23645,23743.3,24291.4,24459.3,24355.2,24751.8,24425.9,24614.3,24394.6,24879.6,25652,26024.5,26314.6,27120.8,27499.1,27860.4,28629.5,29128.8,29753.6,30883.1,31761.9,32224.6,33552.9,35032.6,35700.1,36227.5,37424.6,38699.5,37880.1,39896.9,41131,41771,41944.2,43778,46300.8,45523.2,46277.6,47782.3,48788.7,48955,49987.7,51153.7,51993.9,51565.8,53005.1,54484.4,55149.9,54779.5,54860.1,56887.7,57197.3,56407.9,58733.2,59495.3,59093.3,59118.1,60229,62182.2,62274.8,62045.1,61476.1,63575.7,63452.5,62579.7,63953.8,64383.6,63035.4,63893.7,64707.7,65537.1,63737.8,65925.7,67098,66248.1,65825.4,67698.1,67842.8,67531.6,67391.6,67658.3,68252.1,67525.5,66518.5,67514.6,67716.7,66256,67097.2,68914.3,67978.6,67688.1,67806.8,68999,67768.4,66195.8,66885.6,68423.1,67523.9,66407.3,67055.9,66818.2,66965.9,66915.8,68346.4,67480.4,66488.8,66025.6,67363.5,67000.5,65596.8,66892.6,67275.2,65910.7,65978.2,66266.3,66285.2,65288,65542.9,66129.5,67910.7,64944,65397.4,67548.4,67091.9,65262,65159.4,67015.5,66603.4,65263.7,64994.6,65376.1,65062,65518.6,67214.6,67111.5,64764.7,64829.3,66030.6,68146.2,64669.1,65051.4,65897.6,65217,65448.7,65509.6,64268,63981.8,65157.1,65613.4,66851.7,66277.1,63992.5,64910.3,66970.2,64448.2,63290.3,65849,65355.2,64228,64990.2,63910,64010.9,63780.7,64118.9,64190.2,64280,63507.9,63962.5
0.00722786,29.2888,176.638,11449.4,21793.4,23554.8,23683.9,23561.4,23161,24128.7,24170.2,24102.2,24204.6,24627.1,24166.1,24916.8,25081.2,25445.1,26167.4,26404.7,27516.8,27492.9,27678.7,28345.3,29759.6,30540.5,30679.3,31785.9,32223.6,33079.4,34210.9,35032.7,35659.9,36754.5,37360.5,38294.8,38938.3,39467,40228.7,41198.4,42803.3,42518.8,43488.3,44674,45126.3,46781.5,46305.9,48058.6,49473.3,48905.7,50199.9,50568.3,51217.6,49674.5,51220.7,53237.9,53197.4,53194.1,53759.8,54497.8,54793.4,55336,56025,56773.7,56828.6,56917.9,56452.7,59517.3,58068.4,57910,58859.2,59639.3,58678.3,59666.5,60416,59887.3,59451.2,60677.5,62400.8,60667.1,61041.9,62023,62800.8,62626.8,61204.2,62538.7,62258.2,62044,60759.6,61476.6,62271.2,61412.9,62476.4,63561.6,62294.5,62123.1,61717.1,63206.3,61493.8,61324.6,62243.6,62658,61878.9,61541.2,62751.6,61393.2,60675.4,61607.8,63034.3,62488.4,62199.1,61746.3,62748.3,61909.4,60475,62072.6,63287.4,60879.8,61045.7,60466.9,60809.2,61233.7,61234.9,61560.2,62429.4,60142,60649.6,62829.6,61673,59957.1,61228.8,61993.2,62978.8,60683.5,60625.7,60137.2,59975.1,60577.9,60812.5,62368,59930.9,59461.1,60997.5,63113.7,60704.5,59910.6,61300.8,60933.4,60475,60100.7,59910.2,60320.2,59272.4,61135.9,62041.7,60117.3,59375.2,59757.9,61413.9,59147.7,59510.7,61097.8,59606.5,58806.3,59590.2,59774.7,59949.4,59209.8,60174.8,60048.9,59428,58317.8,59092.6
0.00760303,156.6,72.4319,11383.4,21289.1,23193.4,23071.4,23814.1,23746,23338,24131.5,24277.3,23541.3,23868,24701.4,24832.8,25324,25425.3,26323.8,26338.8,26843.6,27042.6,27670,27624.2,28729.1,29043.1,29262,30353.5,31487.9,31602.5,32318.2,33710.2,34216.6,34448.7,35559,36126.3,36775.4,36989.2,38123,39683.9,39875.8,40016.6,41258.9,42048.9,43064.6,43839.6,43330,45154.5,46106.6,46344.5,46860.9,47506.9,47667.1,47608.4,48486.6,49161.9,49885.8,50229.7,49627.4,52068.6,51487.9,51837,53032.8,52558.2,53457,53614.7,54432.6,54577.7,53124,53936.2,54858.6,55250.6,54840,55263.4,55992.6,56528.1,55806,57031.6,58234.9,56805.9,56879.2,58197.6,57965.3,57764.3,57256.3,57637.7,57817.4,58122.9,56468,57796.7,57884.9,57997.6,57902.2,58051.6,59384,58337.9,57491.3,59063.6,57885.9,57087.5,58088.7,58714.4,58143.3,56681.4,57228.9,57553.6,57894.4,57212.8,58980.4,57304.9,57009.7,57183,58309.4,57274.3,57244.4,57799.4,57876.3,56887.8,56486.6,56287.9,56210.2,56839.1,56666,56874.1,58295.2,56748,55963,57490,57634,56053.7,56058.5,57738.6,57136.6,56589.8,57142.4,56868.3,55849.9,56207.4,57315.6,57607.2,55321.6,56922.9,56594.6,58229.2,56658.5,56647.7,57166.1,56445.7,55830.4,56743.2,56669.1,56001.2,56269.9,57982.5,57175.3,56169.8,55712.3,56216.5,57009.2,56062.1,54755.4,57033.6,55716.6,55119.4,55630.2,56114.7,55615,55579.1,55540.1,55069,55144.7,54483.4,55058.5
0.00797819,110.583,81.0226,11073.8,21403.3,22661.5,23058.7,23252,23946.1,23772.1,23933.5,23385,24148.6,23951.9,23482.5,24657.1,24774.8,25033.5,25397.8,25781.3,25882.2,26520.3,26710.7,26967.6,28276.7,27825.1,28619.8,29756.9,30371,30522,31542.9,31578.3,33130.1,33623.7,33535.9,34656.4,35431,35871.2,36610.8,36878.8,37687.2,37978.6,38705.7,39805.1,40520.4,40761.1,40954.6,42327.4,43729.5,43439.2,43189.5,44905.2,44712.8,44691.6,45135.4,46669.4,46295.8,47174.3,47949.4,48155.4,48643.2,48327.6,49119.5,49800.8,50005.9,50305.8,50312.6,50677.3,50120.4,50660.6,51356.7,52476.6,51328.3,51828,51979.5,53315.9,52367.7,53156.4,54425.5,53472.3,53968.1,53503.3,54714.5,54438.4,53546.9,53906.9,54741.1,54039.9,53419.2,53339.7,54010.6,53566,53604.2,54684,54995.2,53819.7,53428.4,55077.9,53165.7,53936.2,54023.8,54643.3,52750.5,53535.5,53819.5,53501.7,53451.7,52763.8,54111.4,53684.7,53528.2,53272.8,54241.4,53742.4,52950.4,53291.7,54188.5,53278.1,52487.2,53272.5,52687.4,52845.5,53634.8,53291.7,54824.1,53129.9,52344.1,53212.1,54042.3,52582.8,52703.3,53872.5,53398.8,52362.4,52263.6,52700.3,52483.3,52515.1,53445.8,54344.9,52176,52450.1,52923.1,54743.3,53360.4,53392.5,53222.1,53572.5,52460.1,51743,52364.6,52334.8,52491.3,53351.9,52798.8,52859,51696,52387.9,53313.2,52414.4,52349.3,53666.2,52609.9,51661.9,51495.2,51949.4,52750,52185.5,52560.1,51389.3,51122.8,51364.3,51690.1
