q,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
0.0428687,16.4119,86.7137,89.5622,86.8979,91.1343,89.8635,87.3222,90.3925,89.7189,86.5415,89.9802,85.6472,90.8023,91.6082,90.0276,91.0551,87.8447,86.7786,88.7739,87.9399,85.4485,86.8577,91.0556,90.3992,90.1451,88.0291,88.4664,84.8396,85.6069,85.2261,90.7296,86.5989,86.233,87.6031,88.3066,87.756,87.4797,82.7618,87.8113,81.0385,86.2215,87.5528,88.1042,87.1796,84.4218,85.964,88.2666,88.9394,84.9571,89.1988,87.9357,83.865,84.4276,84.8772,88.0928,86.4921,86.8309,83.9865,87.2364,90.1235,83.1104,87.7284,86.8507,89.9027,86.509,85.9082,87.4399,86.7196,85.431,85.0595,85.8161,84.3378,81.61,90.9528,87.6105,88.4646,85.5447,88.7042,88.591,85.2319,91.1348,86.1842,86.2209,85.6935,84.9816,85.4536,87.4187,84.7895,87.9606,87.3972,85.8725,91.2998,88.2103,86.0185,86.1684,86.1499,93.5292,87.7471,92.5161,88.0182,91.4661,87.8087,85.8464,87.1554,88.6135,84.9297,90.5247,90.3782,88.0028,82.9565,88.3643,89.9277,87.8017,88.1027,86.4998,91.9878,89.0179,88.9091,90.3201,90.9455,83.7387,87.123,94.466,86.8139,88.8589,94.0788,87.0061,93.4337,89.455,88.2387,85.6626,91.8143,89.7121,93.0039,85.9199,92.2095,91.6638,92.8953,88.019,98.5378,92.2021,94.1101,88.9911,89.378,88.2543,89.5238,90.8973,84.9695,90.0713,94.4564,91.6714,87.4275,89.3269,93.6877,89.9108,89.256,88.8723,92.4458,86.565,90.2481,95.4454,94.9889,91.1189,89.2467,91.9482,89.1413,85.6473,94.0105,89.9802,92.6376,87.668,88.8891
0.0432439,15.3165,87.4955,84.5839,82.5614,86.3265,82.8223,84.5262,90.8427,83.4236,85.2999,87.7635,83.8989,83.1822,84.8783,83.2139,91.7799,86.308,87.3643,84.3686,84.9043,83.4688,82.2406,84.8931,88.5533,85.7664,85.6483,86.5949,86.1979,86.3438,84.4669,83.9459,77.9361,82.9333,84.9436,83.9521,85.0488,84.3539,84.9365,89.1331,85.0062,87.4681,83.7246,83.801,82.7866,86.9143,84.8692,83.2558,83.4537,83.0764,86.1936,84.5657,87.6182,90.1476,85.0623,85.1936,87.9689,86.6664,89.3823,81.6786,85.3738,81.9527,83.1975,84.9026,83.7049,84.4725,85.5183,84.452,84.5387,87.5774,87.308,82.4279,82.5574,82.9103,83.5205,80.9754,86.8272,86.7974,83.5988,83.1082,87.3385,87.5482,89.6258,84.7484,81.6924,84.5071,83.9426,86.5421,86.2368,81.8305,78.7976,82.9501,82.8808,84.7513,83.1426,87.0397,87.6748,87.5675,84.0087,82.2193,91.0318,84.5974,87.3954,86.5855,80.5185,86.8817,88.4026,89.5692,86.3805,88.0596,88.9824,86.3533,83.4998,90.2579,90.5461,86.9898,92.848,87.3279,85.7684,89.8822,89.0008,90.5302,87.281,87.4685,89.7814,86.0919,86.7598,87.5831,86.5366,88.8402,81.0304,84.3834,88.8259,88.1082,88.3228,87.4987,87.9489,91.9128,90.7885,88.494,87.366,87.094,93.5829,92.3077,88.2,90.6947,85.2981,86.8422,85.34,91.5047,87.6823,91.1718,89.507,89.3673,88.8499,89.1954,88.4535,86.9487,84.3396,92.033,88.3094,95.3759,91.3591,90.9998,85.7258,87.8347,84.2587,87.7894,95.9248,89.5928,87.2895,88.9394,89.3586
0.043619,15.9457,82.5899,83.8167,81.5708,85.2244,81.8301,84.8786,85.0574,82.7552,82.0585,81.7995,87.1566,82.2813,85.0892,85.1609,84.6356,82.7828,85.1833,87.9405,84.3223,79.2074,86.2395,86.0366,90.0087,85.087,83.8519,85.6789,84.8625,82.6298,82.5353,80.3284,87.9523,86.9306,82.0282,81.6479,85.1192,84.2873,82.8145,83.821,82.7926,83.4678,81.6563,81.499,88.335,84.3593,83.821,80.2548,88.1504,85.9564,83.9718,79.6839,84.1792,86.6482,81.8627,81.0629,83.455,83.3191,81.8737,87.0319,81.0093,84.461,86.304,81.3325,83.5016,82.7285,83.906,87.8441,86.1979,82.9228,85.4534,84.6078,79.8853,84.8613,82.3381,80.1322,88.1499,82.9884,80.552,84.1678,83.9877,86.5344,82.0818,82.3912,86.3107,83.7402,82.1981,82.3166,81.8255,86.8131,85.1858,83.1708,82.6815,85.7537,82.9885,89.8996,86.8005,82.5365,82.3578,80.531,85.6099,84.11,82.9368,86.5101,86.5799,83.2647,81.7269,85.3208,86.77,87.6032,86.6996,87.6766,84.5553,87.7341,87.1397,84.675,83.0677,88.3674,84.11,84.9351,81.8281,85.0309,84.8222,87.1546,88.2453,88.3983,87.1952,87.4543,83.1461,87.5385,84.7554,80.8262,87.9923,87.1383,85.955,84.4309,85.6703,84.3043,87.8939,87.1031,86.259,85.847,88.9515,85.9637,89.0048,88.4076,88.7254,85.9712,87.3708,87.8657,88.3963,84.2123,86.4759,89.6508,84.8868,87.2408,87.5288,89.4873,85.9546,90.4373,86.5435,90.2118,88.8809,84.7913,88.4531,86.2125,88.1171,87.9872,91.7438,88.2889,83.8904,80.0527,87.7753
0.0439942,14.6268,85.6021,79.9032,82.6938,85.3266,85.1064,81.5453,83.3719,87.0321,86.0625,83.612,88.8867,81.5149,86.1541,82.4182,85.9849,86.361,82.6238,80.7488,83.0154,79.5924,83.6634,80.3913,82.5486,83.9074,82.3235,82.0569,82.8134,78.7371,81.9,82.1259,82.2657,81.7746,82.0913,83.5987,83.3868,81.4223,78.1838,80.0465,81.9237,79.8359,77.7814,78.9099,82.8282,77.4449,86.0088,81.0817,78.8896,82.5123,85.6557,84.4795,83.4254,79.9804,82.4369,81.1424,78.5856,78.722,80.7004,83.1132,87.3313,80.2641,83.4064,80.3063,85.7408,84.9273,80.7245,80.4608,86.3748,85.6331,79.1211,82.9298,82.8315,84.9261,79.1835,87.0486,78.5654,83.1722,82.7465,82.1762,81.3098,85.4663,78.3384,80.3832,81.7109,82.5818,87.1704,79.393,81.6151,84.4564,79.6495,81.2416,84.0187,82.499,79.5947,86.1156,84.1694,87.2772,81.268,76.9039,81.9405,82.3028,83.7133,80.1116,80.4662,82.9361,84.3731,87.1241,82.1235,77.7917,84.712,81.0408,85.0317,82.6025,78.5396,83.82,82.4273,83.8289,79.4601,88.1649,84.3671,82.292,83.0491,84.4711,82.2003,87.2085,84.8323,87.9717,81.2174,83.1911,83.0293,87.0341,84.4664,84.2709,87.8273,86.52,83.5159,87.5376,84.0055,86.0252,87.859,83.6436,85.505,84.3086,86.6111,86.9415,88.034,83.307,79.9537,82.6988,87.2079,92.87,86.8793,86.3757,85.5932,85.8404,85.5731,80.3786,83.5659,87.7904,84.5125,83.2935,87.9581,87.0101,83.1322,88.7772,85.1411,83.5468,87.5144,88.203,87.2386,84.4926,81.2686
0.0443694,13.1343,81.8619,79.7759,79.905,81.6452,84.6517,84.2133,81.8461,82.5592,84.5993,85.2177,81.7043,83.1885,79.5631,80.811,80.891,85.6659,82.9228,84.4247,83.7608,81.3749,80.7736,77.6261,82.6664,82.0568,83.438,77.8672,82.3837,80.5732,82.9751,82.2048,78.5668,79.3125,83.394,77.8019,85.7636,77.2392,77.0298,79.0092,80.2319,81.1167,82.7097,86.5955,78.1703,77.9364,79.0091,80.8056,78.4092,80.1324,76.2021,82.4406,78.1326,84.0753,79.4194,77.5504,80.4229,78.2443,79.2476,85.8091,84.038,80.54,80.4751,79.2209,83.5547,84.4278,77.9986,80.4653,81.8208,79.6327,81.6857,86.9432,80.7201,82.1553,79.3362,84.3514,77.6799,78.1536,77.6888,80.7534,79.7136,82.4214,81.1717,85.9823,84.2929,77.9762,78.1552,82.5812,83.964,78.4712,79.5229,84.5975,83.4395,83.7476,86.1416,82.0644,79.7331,84.3011,81.489,82.5668,84.4293,87.8206,81.8219,85.3979,80.7407,80.6454,81.6531,81.7385,81.5631,79.778,85.9446,82.126,79.2263,84.4052,81.9659,78.5282,82.7299,80.891,79.4269,87.179,80.1551,81.3218,82.3889,85.067,80.7776,83.235,83.6996,83.0009,83.3478,84.3514,81.7793,84.0673,82.2917,79.6922,83.2182,80.6459,82.0787,83.019,85.3325,84.8347,79.7904,83.9343,83.7753,83.997,77.7754,81.4309,85.597,85.5514,81.6436,80.7272,86.5961,85.6117,82.9084,86.0891,83.9526,84.697,82.7536,82.4291,83.4461,79.1734,77.6077,84.2693,80.2084,81.6325,84.3785,83.4696,86.0961,86.6488,83.2643,87.3076,82.3032,76.7497,81.4457
0.0447445,15.2422,80.5762,79.8616,81.9084,86.4024,80.3712,81.8179,82.8833,83.0972,82.1534,79.6287,78.5815,79.7776,83.9863,79.6735,77.8286,81.3721,81.4408,80.9079,81.7299,78.2604,77.5351,78.6808,81.3223,81.887,76.2762,79.9917,76.4756,77.1131,81.6259,80.106,82.0351,80.5213,79.6679,79.7058,81.0648,86.6618,79.9743,72.0845,78.2083,81.6297,80.6494,77.7727,76.6241,80.5626,77.2268,77.1623,80.393,81.3313,78.7124,79.2178,85.7524,77.4755,78.2132,78.7876,77.8147,75.1736,78.1775,77.6691,82.0025,79.5397,77.7332,75.9134,78.5303,77.8786,77.037,76.8243,79.5497,80.5259,79.0125,76.4623,75.0182,82.2083,76.4748,80.6594,80.7049,77.144,81.96,80.6901,77.7862,79.5607,81.9479,84.4554,78.7151,80.817,85.8284,80.2101,76.2081,79.2905,76.6165,78.9289,79.8468,75.2864,83.5388,77.3749,81.3358,82.575,79.4018,80.3747,80.641,79.6055,81.5163,81.7281,80.5426,80.5798,81.8036,80.6773,80.1454,79.1934,80.5659,77.615,78.2004,80.8844,78.3514,78.5393,79.7271,79.8859,79.6054,80.6654,82.9587,79.4608,83.911,80.1542,75.8876,79.4212,80.2835,82.8114,81.0091,87.019,81.744,75.7426,80.0575,81.5693,83.1158,85.2836,77.0693,84.7093,80.9079,81.7154,81.5768,80.8684,78.9727,81.6056,83.0445,81.0882,81.7499,84.2095,79.7776,82.045,83.9847,81.2256,81.0682,83.9341,82.142,79.3874,79.0385,84.0002,86.2534,81.687,81.1776,83.1261,82.6139,83.8819,80.1459,82.785,85.9557,82.339,81.1953,77.2563,79.8441,82.2312,82.5827
0.0451197,13.6243,80.8279,78.7174,74.8047,80.927,80.4432,76.9116,78.1167,77.4249,85.4214,80.2815,82.7882,78.7224,78.6864,78.8877,79.0124,81.9875,80.258,81.6561,78.1733,77.6938,83.386,76.9492,76.9026,77.5099,74.7604,76.8285,83.5029,79.5514,81.4344,84.8149,81.0331,78.3486,79.3769,79.9544,75.7955,74.7697,81.752,77.24,80.4701,76.0898,77.2216,76.2169,78.7484,75.2314,80.9679,81.8488,76.4664,76.3285,78.1026,77.933,81.3574,76.8603,77.105,79.886,75.7193,75.222,77.0264,76.7864,78.9354,74.4905,81.3385,79.3823,75.1355,76.8642,76.7788,86.1951,77.1917,75.2949,74.578,76.9661,72.5483,78.5973,81.0245,83.8733,77.4971,76.0787,71.9379,79.1006,78.7011,76.5311,73.9082,76.6686,77.5644,79.4529,74.7312,77.0942,81.111,78.6389,79.1399,77.1064,80.4106,79.2835,77.1117,77.3886,78.4953,79.3731,79.8737,75.0156,80.5336,78.5069,78.2753,80.1843,79.8967,75.0497,75.128,77.24,78.6465,80.1142,82.528,81.088,76.6476,80.6876,79.5374,80.8463,81.3711,81.7975,83.6704,81.4129,77.9705,75.2224,82.8307,77.5749,80.3815,84.5681,78.5591,78.3223,81.5332,80.9038,83.2142,80.2307,81.7474,78.2302,77.0547,78.7246,77.666,81.7024,80.1287,78.9208,82.3281,78.4643,78.8592,79.0378,82.0927,81.7024,78.3695,80.972,77.8232,79.2999,82.1813,81.6156,82.3121,82.3602,80.9619,78.871,78.1167,78.9592,80.821,81.3597,81.4326,80.0137,84.0887,80.3752,77.2061,76.9339,78.4499,79.41,81.4504,79.0226,76.985,85.4053,85.6324
0.0454949,16.6894,81.998,78.4759,77.6235,79.0614,78.7162,74.7319,80.3694,79.5115,77.7775,77.7992,77.6924,76.1224,77.7776,75.8858,82.0574,79.0898,76.9746,78.5384,77.9803,78.174,78.6965,79.4805,79.394,78.6626,77.5322,78.6948,76.6232,77.9224,77.6541,76.6671,75.823,73.6208,75.0364,75.5192,75.9388,77.6352,77.7431,77.0574,80.9198,78.9439,78.9934,73.2447,75.8802,76.3642,77.0572,78.4614,76.9591,78.5136,75.0645,78.0131,77.8433,74.8585,76.2575,78.8319,82.7545,76.5764,75.2897,74.964,74.51,76.0239,76.7608,75.9748,73.4185,74.6866,76.825,78.7072,77.9439,74.9994,78.2548,73.8976,78.1553,78.0909,76.7552,80.1584,77.624,76.2193,77.319,78.3213,75.8328,76.8887,79.3526,77.7856,76.0889,76.5351,75.1536,76.1573,74.5779,74.5744,71.1654,78.5275,77.0381,73.3074,75.1523,78.2272,82.4745,80.906,74.1063,75.255,77.0684,74.6222,77.5923,78.637,80.2648,71.6043,78.8015,75.6784,73.8743,79.4584,75.7466,80.8213,76.2037,76.8176,77.1084,78.4945,80.9701,79.3008,75.3333,77.4502,74.6256,75.3257,78.456,77.7002,78.8779,79.1059,78.5405,78.038,74.633,79.9731,79.9926,74.6936,84.327,79.5953,80.4248,81.7752,78.6839,76.6294,78.0494,76.9433,78.8909,80.8128,77.4597,78.2582,80.5261,76.8072,80.7094,77.4598,79.9499,80.7368,79.3216,76.9842,76.8719,81.1916,82.0782,76.3155,79.5249,78.1816,79.0452,80.1123,80.407,75.7061,79.6555,79.9383,77.6469,76.8442,81.462,83.2066,79.2232,79.6683,81.2659,76.9287,81.3144
0.04587,14.0671,78.0185,78.8209,79.6068,75.6434,75.3464,78.8097,77.6978,76.8862,76.8003,76.0249,78.7973,75.2426,77.8606,74.9189,78.3586,73.9083,75.2048,79.0592,77.3994,80.1122,76.6978,77.2559,77.3893,71.4357,79.1608,79.0376,76.9798,77.7397,74.9108,78.3098,78.7545,76.8212,78.4525,78.7997,75.2813,75.9515,75.4832,77.3215,74.0952,72.211,75.0496,76.5793,75.3114,73.223,76.9237,71.6866,79.7881,74.5685,75.8276,74.5521,78.0144,75.0917,75.908,75.6808,77.2838,75.3394,77.3774,75.8584,77.4873,75.587,77.5115,77.2193,73.3945,77.5221,77.6228,74.9338,74.5336,74.9665,76.0338,73.3404,75.4055,77.4207,73.6159,76.1659,73.6398,77.5491,73.5171,73.2723,81.9077,76.9769,75.056,74.1943,76.3157,78.3502,75.2968,72.0088,73.8401,75.2066,72.4343,76.5281,73.4113,76.1962,76.4,74.9044,78.4229,76.2366,78.6315,75.5291,78.6619,75.2538,78.9995,74.8623,79.0518,74.81,75.8236,76.4836,73.4056,77.4083,80.0929,78.633,78.5033,74.9142,76.0905,77.9548,73.9047,78.5796,78.2139,78.775,78.1274,76.0846,82.7788,82.3368,76.2612,73.9185,77.3819,79.5741,75.6641,76.6326,76.3517,76.9974,73.391,75.8647,77.0487,78.5183,76.4601,73.2727,79.4129,76.7217,76.2256,78.3984,77.9421,81.7796,79.5762,79.2376,79.4054,77.8991,77.3222,76.4333,77.9355,76.3205,79.4828,77.2331,79.4374,72.9596,76.5489,75.2533,77.5732,78.8995,77.7307,78.9033,74.9526,75.8977,80.163,76.491,78.6034,79.3244,75.9363,75.9364,82.1284,74.1483,77.1292
0.0462452,15.5557,76.5328,77.3066,73.9858,76.625,75.0859,77.1225,74.4493,76.6735,72.4151,76.825,76.4245,72.749,72.415,78.3317,75.2643,75.9631,75.1235,77.8386,76.0926,77.5301,73.5193,71.9124,75.914,76.6717,76.5173,74.5491,74.2674,73.0276,72.597,76.209,71.4682,71.4894,75.1406,75.8656,75.1511,72.1049,73.9294,74.5562,72.2759,75.9517,77.8039,73.8768,78.1584,77.2083,71.5029,76.991,73.558,79.4517,75.6853,79.8813,75.2304,78.1958,76.6287,79.7598,80.3688,79.3936,73.1909,76.9152,72.351,72.6532,77.4042,76.1362,74.1756,78.0566,78.8122,73.2247,74.6828,70.2852,71.882,73.5192,75.7487,73.5332,73.8775,76.266,75.4494,74.5197,76.2274,71.9071,75.2704,73.7048,74.4557,73.6256,74.655,75.5574,74.1358,74.3297,76.6714,74.1755,74.1821,75.9795,73.9358,77.0683,77.7883,72.2903,75.6707,74.9221,78.4981,74.8319,75.6889,76.4993,79.6237,71.345,75.9389,72.9701,76.3756,73.9571,73.0651,75.3734,78.5031,71.9624,79.8738,74.0687,74.1325,74.6136,78.5165,74.0169,73.6189,77.8223,78.5634,74.3402,72.5975,75.6514,78.2492,75.6781,77.2806,76.447,75.7848,77.0785,77.3955,72.2666,77.3683,75.2908,75.8365,78.4326,73.5034,77.5387,78.5698,79.9035,73.5762,74.5271,75.6758,77.4337,75.4582,78.7854,74.8207,76.5389,76.4949,74.2065,77.9131,76.6388,75.239,73.911,79.5444,74.9999,75.6532,75.8181,75.3182,69.417,75.8601,74.4153,75.8656,76.9996,76.9773,71.1228,73.1767,73.6666,75.8778,78.5469,76.7335,77.8205,75.4462
0.0466204,14.9695,72.7193,74.9175,76.9205,75.8672,71.4653,74.6501,77.7257,71.8852,74.7149,72.0796,74.0354,74.237,70.2199,71.651,73.0562,76.1072,74.6721,76.0908,74.7384,75.4405,75.7284,73.444,71.6014,71.4084,74.1353,76.9263,76.4363,72.5851,71.8138,71.1152,74.209,70.5394,75.0748,73.7401,68.362,69.1824,75.3253,70.981,74.96,75.3254,76.9132,68.379,76.3644,73.1421,76.3768,71.8611,68.9151,77.3963,72.7885,74.9451,76.3627,72.3325,75.4845,72.5605,73.514,77.1222,72.8762,70.7203,75.5965,75.8933,74.1196,73.7943,73.6424,70.667,71.4406,72.6098,75.09,67.9689,72.6459,74.4016,74.0086,76.4784,74.2457,71.4469,72.3827,71.3298,70.4206,72.1547,75.1188,71.9323,74.9907,71.035,73.0476,78.1889,69.7884,69.858,71.5897,71.4583,72.7933,72.7816,70.1043,76.7368,72.9145,76.5618,73.334,74.343,72.0786,69.7595,73.9913,73.9015,66.0262,74.5588,74.7987,72.2711,72.9143,73.9398,72.4512,71.9617,75.7639,73.3655,69.4756,72.5057,69.9594,77.4998,73.9306,76.2685,72.0178,70.2001,72.4056,75.3035,70.9575,75.0264,71.026,77.3244,70.7833,74.9639,76.3165,71.9809,74.537,74.7746,73.6464,72.3101,74.9114,77.4101,73.9172,68.6427,71.3796,73.6113,72.8315,69.741,77.4909,76.8012,72.0023,70.5693,72.4433,71.6245,72.222,73.4595,77.2784,71.2946,72.6009,69.4394,73.5849,75.2771,71.6459,74.1628,73.7086,73.6212,75.1913,69.4178,75.7968,76.2832,72.4906,77.1175,71.9617,71.2083,74.0087,77.0095,75.3736,69.4073,72.1632
0.0469955,13.1392,72.6125,72.8823,74.7566,71.8192,71.7029,72.3176,75.8593,77.3459,74.4349,68.8491,70.1961,71.9878,74.7341,74.1145,78.1247,73.2179,73.3641,71.1469,70.6985,70.5388,72.0701,70.1301,72.4383,74.5601,72.7886,74.5477,73.4976,76.7132,72.3926,74.5274,72.5143,71.1204,71.1569,74.7875,72.7089,72.6305,69.4821,74.512,70.7486,72.7767,75.2624,70.5873,71.3692,70.5486,71.6041,71.9271,72.7925,74.5875,68.873,72.0061,72.7024,73.0824,73.5744,70.1863,71.9953,75.2954,73.4969,72.4121,75.7858,73.0897,70.9356,74.5425,74.0908,70.521,69.623,71.5608,69.4191,69.8376,69.7974,73.9082,69.791,73.3673,70.4137,73.4355,75.4435,70.584,70.8732,73.5039,73.4233,72.5966,69.1582,73.0735,73.626,74.481,71.2697,73.6026,71.2286,70.1136,73.5842,71.2627,73.981,70.7742,76.0581,72.1734,72.2441,70.3376,69.1927,74.1448,71.1416,67.8086,70.6689,75.7786,72.3374,71.7814,72.5075,75.1598,71.5764,71.5565,71.1979,71.6335,76.2103,75.4862,70.5414,69.0169,68.765,72.3934,68.7064,70.5253,76.4878,73.9122,71.2386,72.1368,72.6734,70.7921,71.4921,75.9216,71.0686,68.8304,71.5642,69.8451,70.6677,69.5081,71.5134,71.22,73.8519,68.5849,71.4463,71.196,70.4993,73.541,72.4192,69.7296,75.41,71.7914,72.2519,71.9904,76.6115,68.3569,67.4792,70.7196,67.3145,71.8607,75.3188,69.3078,72.6954,73.1977,73.3011,69.3169,71.8247,72.7016,72.4342,72.1508,71.9995,76.8336,74.212,73.9697,76.9398,70.6043,73.1191,72.6778,68.8459
0.0473707,15.9337,73.1189,72.4042,74.0079,71.1379,73.2277,69.7239,69.8867,72.6699,75.427,76.2155,73.8239,71.6449,72.9682,74.3055,72.1312,76.678,75.7692,76.4932,69.3905,71.2256,71.9798,73.3207,71.9641,73.9411,73.1996,67.907,69.3194,69.7561,71.6637,69.4015,70.9774,70.7414,72.5177,73.2751,72.3168,67.9559,71.4083,71.3061,71.347,68.8626,74.3398,73.7312,71.0319,71.9189,69.737,70.2689,72.1452,70.2337,71.3146,70.5585,70.5294,70.1841,72.0716,66.7602,69.5312,68.9341,71.062,73.8023,70.1913,71.1259,72.7182,73.2441,70.4641,69.2995,74.1837,74.6634,68.376,69.8094,73.6793,66.6814,71.0793,70.0389,69.532,72.3588,67.4331,68.8102,68.5464,72.7236,70.9441,72.6291,64.4753,72.3396,71.2733,70.2559,72.6726,73.0331,72.8835,71.6516,69.6682,69.7374,67.4261,73.0655,70.3793,72.6764,68.5928,71.792,70.9509,67.9343,68.2575,72.841,69.7002,70.346,67.0291,71.3959,71.2683,69.8198,74.3279,72.9586,69.8424,68.9183,71.7208,69.4606,73.3478,71.0686,71.8071,70.774,67.8388,68.6238,71.7834,68.6806,72.3009,67.7203,72.9586,70.2041,73.3992,68.9411,69.8418,73.6181,71.1389,70.5753,69.699,74.9149,70.1565,67.7003,70.0943,68.651,72.5916,75.2236,74.2429,73.9089,72.4531,70.3776,73.5094,69.0327,72.8815,74.2783,71.1354,68.9741,73.8898,73.7824,68.7512,69.101,66.1575,66.4421,70.9041,68.5125,69.9757,67.5951,72.1209,70.7809,69.4567,73.2905,70.4681,69.6168,69.6461,71.0648,70.2728,71.2915,73.3204,68.4332,70.6526
0.0477459,11.648,66.5494,73.5131,69.6842,76.8401,73.1094,70.0591,78.3236,72.9364,69.4096,69.4693,71.765,72.4256,69.6195,72.3279,69.4615,70.1879,70.4557,71.9754,70.1057,73.6897,70.362,69.7165,69.0004,74.5328,70.564,71.5772,70.2078,70.1335,69.2096,68.6908,68.1047,70.773,72.1126,72.1483,73.9288,67.3007,71.8962,71.2063,73.9736,68.5348,70.3909,71.9285,68.3699,71.9417,66.0409,68.8772,68.593,71.5736,70.3328,69.2473,67.3719,68.8771,69.105,68.6803,65.8369,68.4804,67.6879,70.0681,71.1955,71.5311,66.5208,69.7215,71.1285,67.9598,70.2303,68.8945,70.6154,74.4732,62.1143,68.0951,73.631,71.1313,70.9632,67.9276,68.8003,66.2988,71.8731,66.6861,70.8918,68.402,72.4093,70.5905,68.8198,72.8137,70.9212,70.1459,67.9823,67.0128,68.954,71.4186,68.3308,69.5504,70.9185,72.4374,72.9664,69.2497,65.7302,69.0837,71.9324,69.6615,66.8473,72.6994,69.9526,67.3116,71.2973,71.5454,69.4993,71.5825,72.4086,72.3686,69.6442,67.4021,72.0104,68.2439,67.7061,66.3953,70.9629,68.2987,74.9518,69.1087,70.1335,71.0996,72.0029,68.3926,70.2142,67.2278,65.8478,70.003,71.9221,70.271,68.4384,69.4434,66.166,65.4087,69.7135,72.5652,71.5135,70.5107,67.3486,71.1334,71.7962,65.8828,72.8851,69.1646,69.7425,71.7128,68.4736,68.015,67.3273,67.8589,69.3498,67.4687,67.0761,73.6554,70.766,69.2402,69.3011,70.6444,64.9459,66.8162,66.5601,68.8031,68.9904,68.9457,66.9139,69.7915,69.8897,64.8031,70.5083,66.4314,66.4812
0.048121,13.8643,70.5498,74.8737,67.8962,73.2617,69.8686,70.7133,67.5546,68.6576,70.2372,66.7284,69.867,67.5304,68.5786,69.8009,70.5799,71.6687,69.6958,74.2243,71.1308,67.744,71.219,71.4529,69.7944,72.2271,65.0785,70.8855,69.2019,69.0034,70.3707,68.2033,71.5323,68.3908,69.5888,70.3296,71.093,73.0079,69.7071,72.6346,73.0448,64.8516,68.3454,68.1224,67.0544,65.3013,70.4777,70.7923,68.6437,70.7582,68.2871,67.1309,67.9761,69.2152,67.6556,70.3493,66.5018,66.8726,70.9039,67.6535,66.5246,65.9477,71.3188,73.9115,67.2484,66.1935,68.4763,68.1128,66.5336,68.6829,71.0984,68.2339,69.1366,71.6521,72.2309,70.0556,67.9772,65.5477,64.5853,71.5747,66.4278,67.3347,64.0429,69.0397,65.629,67.584,68.2042,66.7354,68.8688,67.8292,69.0813,68.1559,70.1283,67.433,65.9211,67.2967,64.4655,70.8306,65.7745,68.3394,68.2879,70.4031,62.651,67.2556,67.124,66.8367,69.239,68.1544,69.3299,69.8534,66.6388,62.4187,70.0118,67.0133,71.0232,69.3734,66.565,69.6672,68.5786,66.4026,68.3738,67.2865,64.9794,65.8091,68.6537,63.7143,68.0878,71.3079,67.5938,63.4263,66.0016,66.4904,67.1635,69.1521,66.0372,61.4311,64.4326,67.8805,66.0938,69.4173,69.3665,67.3714,66.8724,64.8873,68.7296,62.2408,65.7966,71.0201,68.5686,67.6973,66.7727,66.7985,68.645,63.0116,70.8025,68.7071,68.7159,69.1188,68.6383,67.4733,68.7012,72.9606,66.8436,65.9883,71.5263,69.823,66.7793,69.3293,67.1021,67.4342,67.8354,64.6425,70.9207
0.0484962,13.5167,70.9355,71.6392,67.9651,70.0792,67.9056,70.1042,68.4499,68.475,69.3843,67.3835,68.0657,69.294,70.2491,69.528,65.6041,63.8063,72.1872,72.479,67.7199,70.3287,68.7534,71.1684,68.8204,70.2869,70.0622,66.9799,72.3169,70.8783,67.8289,66.2479,65.6318,67.1796,64.2057,66.8379,70.1106,71.0651,63.7465,66.4921,66.5746,69.9705,70.5111,67.1603,66.594,68.8589,67.6457,63.9583,68.3784,67.1807,65.9629,69.974,63.8844,71.0897,69.6265,65.5377,64.7677,68.3123,71.4064,70.1535,62.8933,66.8121,67.6602,64.7442,65.7565,71.1673,70.6879,67.0261,67.1068,66.521,70.0739,67.8476,70.7651,69.2204,68.6017,66.7765,66.0677,65.5093,67.5593,63.7465,67.4991,67.6134,68.9101,68.4008,64.6004,66.4603,65.8391,68.0886,68.643,67.1161,67.9482,64.8431,65.6484,68.6565,68.7229,64.6096,63.7341,66.2193,65.6111,66.4702,65.9621,69.0136,65.3461,67.8264,69.3821,66.5007,65.6253,68.1406,68.2775,68.7963,66.4702,65.0377,69.4075,68.7835,67.6104,67.745,68.5439,68.3648,63.4538,69.6995,69.8803,63.3677,65.8102,67.788,64.026,66.3686,67.7437,65.9661,65.7689,66.2544,68.0189,66.0744,67.4453,63.565,63.5671,68.3064,65.3937,68.1555,66.0516,64.3704,66.705,69.7182,66.4128,65.7986,68.134,69.4323,64.7266,67.7292,67.7266,69.3709,63.3003,64.443,68.3798,65.1739,66.1909,69.3065,61.2006,67.5302,67.0123,70.9291,65.6291,64.2853,67.1265,70.1916,68.2327,66.2515,62.7725,64.4035,63.5482,66.3938,68.6507,66.254,66.9686
