6.000000000000000125e-03 6.828050000000000000e+07 6.850640000000000000e+05
1.200000000000000025e-02 6.642580000000000000e+07 6.617020000000000000e+05
1.799999999999999864e-02 6.343950000000000000e+07 6.250730000000000000e+05
2.400000000000000050e-02 5.946990000000000000e+07 5.782800000000000000e+05
2.999999999999999889e-02 5.470820000000000000e+07 5.251340000000000000e+05
3.599999999999999728e-02 4.937450000000000000e+07 4.697090000000000000e+05
4.200000000000000261e-02 4.370210000000000000e+07 4.159260000000000000e+05
4.800000000000000100e-02 3.792170000000000000e+07 3.671910000000000000e+05
5.399999999999999939e-02 3.224660000000000000e+07 3.260240000000000000e+05
5.999999999999999778e-02 2.686260000000000000e+07 2.930410000000000000e+05
6.600000000000000311e-02 2.191560000000000000e+07 2.673970000000000000e+05
7.199999999999999456e-02 1.750890000000000000e+07 2.490200000000000000e+05
7.799999999999999989e-02 1.370200000000000000e+07 2.359110000000000000e+05
8.400000000000000522e-02 1.051330000000000000e+07 2.258740000000000000e+05
8.999999999999999667e-02 7.925210000000000000e+06 2.167000000000000000e+05
9.600000000000000200e-02 5.891940000000000000e+06 2.060280000000000000e+05
1.019999999999999934e-01 4.347910000000000000e+06 1.923930000000000000e+05
1.079999999999999988e-01 3.216110000000000000e+06 1.745340000000000000e+05
1.140000000000000041e-01 2.416220000000000000e+06 1.507820000000000000e+05
1.199999999999999956e-01 1.871130000000000000e+06 1.212640000000000000e+05
1.260000000000000009e-01 1.511730000000000000e+06 9.281619999999999709e+04
1.320000000000000062e-01 1.279930000000000000e+06 6.845839999999999418e+04
1.380000000000000115e-01 1.129950000000000000e+06 5.469519999999999709e+04
1.439999999999999891e-01 1.028130000000000000e+06 4.825330000000000291e+04
1.499999999999999944e-01 9.516490000000000000e+05 4.486530000000000291e+04
1.559999999999999998e-01 8.865500000000000000e+05 4.192369999999999709e+04
1.620000000000000051e-01 8.255280000000000000e+05 3.870950000000000000e+04
1.680000000000000104e-01 7.657410000000000000e+05 3.533400000000000000e+04
1.739999999999999880e-01 7.069370000000000000e+05 3.200200000000000000e+04
1.799999999999999933e-01 6.500130000000000000e+05 2.886779999999999927e+04
1.859999999999999987e-01 5.960550000000000000e+05 2.611500000000000000e+04
1.920000000000000040e-01 5.458190000000000000e+05 2.392320000000000073e+04
1.980000000000000093e-01 4.995640000000000000e+05 2.230329999999999927e+04
2.039999999999999869e-01 4.571210000000000000e+05 2.102379999999999927e+04
2.099999999999999922e-01 4.180830000000000000e+05 1.974459999999999854e+04
2.159999999999999976e-01 3.820230000000000000e+05 1.822900000000000000e+04
2.220000000000000029e-01 3.486560000000000000e+05 1.646609999999999854e+04
2.280000000000000082e-01 3.179360000000000000e+05 1.466029999999999927e+04
2.340000000000000135e-01 2.900500000000000000e+05 1.312110000000000036e+04
2.399999999999999911e-01 2.653540000000000000e+05 1.210089999999999964e+04
2.459999999999999964e-01 2.442570000000000000e+05 1.165910000000000036e+04
2.520000000000000018e-01 2.271010000000000000e+05 1.164420000000000073e+04
2.580000000000000071e-01 2.140510000000000000e+05 1.178870000000000073e+04
2.640000000000000124e-01 2.050350000000000000e+05 1.182939999999999964e+04
2.700000000000000178e-01 1.997180000000000000e+05 1.159229999999999927e+04
2.760000000000000231e-01 1.975290000000000000e+05 1.104100000000000000e+04
2.819999999999999729e-01 1.977240000000000000e+05 1.029000000000000000e+04
2.879999999999999782e-01 1.994650000000000000e+05 9.535809999999999491e+03
2.939999999999999836e-01 2.019120000000000000e+05 8.914299999999999272e+03
2.999999999999999889e-01 2.043050000000000000e+05 8.427319999999999709e+03
3.059999999999999942e-01 2.060320000000000000e+05 8.011170000000000073e+03
3.119999999999999996e-01 2.066660000000000000e+05 7.620659999999999854e+03
3.180000000000000049e-01 2.059810000000000000e+05 7.246500000000000000e+03
3.240000000000000102e-01 2.039500000000000000e+05 6.895380000000000109e+03
3.300000000000000155e-01 2.007110000000000000e+05 6.570600000000000364e+03
3.360000000000000209e-01 1.965350000000000000e+05 6.263930000000000291e+03
3.420000000000000262e-01 1.917700000000000000e+05 5.956430000000000291e+03
3.479999999999999760e-01 1.868050000000000000e+05 5.623529999999999745e+03
3.539999999999999813e-01 1.820170000000000000e+05 5.242050000000000182e+03
3.599999999999999867e-01 1.777470000000000000e+05 4.915600000000000364e+03
3.659999999999999920e-01 1.742650000000000000e+05 4.618810000000000400e+03
3.719999999999999973e-01 1.717650000000000000e+05 4.330479999999999563e+03
3.780000000000000027e-01 1.703520000000000000e+05 4.066500000000000000e+03
3.840000000000000080e-01 1.700530000000000000e+05 3.842679999999999836e+03
3.900000000000000133e-01 1.708160000000000000e+05 3.670829999999999927e+03
3.960000000000000187e-01 1.725290000000000000e+05 3.556659999999999854e+03
4.020000000000000240e-01 1.750270000000000000e+05 3.499309999999999945e+03
4.079999999999999738e-01 1.781070000000000000e+05 3.491829999999999927e+03
4.139999999999999791e-01 1.815390000000000000e+05 3.522320000000000164e+03
4.199999999999999845e-01 1.850760000000000000e+05 3.575849999999999909e+03
4.259999999999999898e-01 1.884730000000000000e+05 3.637019999999999982e+03
4.319999999999999951e-01 1.914900000000000000e+05 3.692320000000000164e+03
4.380000000000000004e-01 1.939190000000000000e+05 3.731489999999999782e+03
4.440000000000000058e-01 1.955890000000000000e+05 3.747460000000000036e+03
4.500000000000000111e-01 1.963880000000000000e+05 3.735780000000000200e+03
4.560000000000000164e-01 1.966140000000000000e+05 3.832070000000000164e+03
4.620000000000000218e-01 1.956570000000000000e+05 3.534039999999999964e+03
4.680000000000000271e-01 1.938730000000000000e+05 3.517159999999999854e+03
4.739999999999999769e-01 1.913330000000000000e+05 3.472719999999999800e+03
4.799999999999999822e-01 1.887400000000000000e+05 3.175300000000000182e+03
4.859999999999999876e-01 1.861970000000000000e+05 2.959409999999999854e+03
4.919999999999999929e-01 1.836640000000000000e+05 2.911380000000000109e+03
4.979999999999999982e-01 1.817030000000000000e+05 2.883539999999999964e+03
5.040000000000000036e-01 1.804710000000000000e+05 2.862449999999999818e+03
5.100000000000000089e-01 1.806650000000000000e+05 2.914599999999999909e+03
5.160000000000000142e-01 1.811860000000000000e+05 3.036250000000000000e+03
5.220000000000000195e-01 1.826550000000000000e+05 3.014360000000000127e+03
5.280000000000000249e-01 1.851700000000000000e+05 3.051860000000000127e+03
5.340000000000000302e-01 1.881460000000000000e+05 2.973699999999999818e+03
5.400000000000000355e-01 1.917650000000000000e+05 3.103440000000000055e+03
5.460000000000000409e-01 1.953600000000000000e+05 3.001070000000000164e+03
5.520000000000000462e-01 1.988410000000000000e+05 3.011349999999999909e+03
5.580000000000000515e-01 2.020230000000000000e+05 2.894360000000000127e+03
5.639999999999999458e-01 2.042060000000000000e+05 2.982289999999999964e+03
5.699999999999999512e-01 2.056040000000000000e+05 2.905110000000000127e+03
5.759999999999999565e-01 2.058370000000000000e+05 2.846719999999999800e+03
5.819999999999999618e-01 2.054940000000000000e+05 2.835440000000000055e+03
5.879999999999999671e-01 2.037810000000000000e+05 2.766599999999999909e+03
