0.000000000000000000e+00 2.159230000000000000e+07 2.424070000000000000e+05
1.000000000000000021e-02 2.120520000000000000e+07 2.369370000000000000e+05
2.000000000000000042e-02 2.008740000000000000e+07 2.217790000000000000e+05
2.999999999999999889e-02 1.835930000000000000e+07 2.001390000000000000e+05
4.000000000000000083e-02 1.619830000000000000e+07 1.759180000000000000e+05
5.000000000000000278e-02 1.380880000000000000e+07 1.524770000000000000e+05
5.999999999999999778e-02 1.139050000000000000e+07 1.318340000000000000e+05
7.000000000000000666e-02 9.111750000000000000e+06 1.134520000000000000e+05
8.000000000000000167e-02 7.091770000000000000e+06 9.824600000000000000e+04
8.999999999999999667e-02 5.394820000000000000e+06 8.562210000000000582e+04
1.000000000000000056e-01 4.034780000000000000e+06 7.498410000000000582e+04
1.100000000000000006e-01 2.987350000000000000e+06 6.560230000000000291e+04
1.199999999999999956e-01 2.205410000000000000e+06 5.724090000000000146e+04
1.300000000000000044e-01 1.633620000000000000e+06 4.942950000000000000e+04
1.400000000000000133e-01 1.219460000000000000e+06 4.197409999999999854e+04
1.499999999999999944e-01 9.194620000000000000e+05 3.496080000000000291e+04
1.600000000000000033e-01 7.011390000000000000e+05 2.883859999999999854e+04
1.700000000000000122e-01 5.417540000000000000e+05 2.408259999999999854e+04
1.799999999999999933e-01 4.257400000000000000e+05 2.043909999999999854e+04
1.900000000000000022e-01 3.420600000000000000e+05 1.754909999999999854e+04
2.000000000000000111e-01 2.823050000000000000e+05 1.496039999999999964e+04
2.099999999999999922e-01 2.397210000000000000e+05 1.271679999999999927e+04
2.200000000000000011e-01 2.089320000000000000e+05 1.116310000000000036e+04
2.300000000000000100e-01 1.859530000000000000e+05 1.021800000000000000e+04
2.399999999999999911e-01 1.681690000000000000e+05 9.704799999999999272e+03
2.500000000000000000e-01 1.541360000000000000e+05 9.329209999999999127e+03
2.600000000000000089e-01 1.432030000000000000e+05 8.898489999999999782e+03
2.700000000000000178e-01 1.350890000000000000e+05 8.410430000000000291e+03
2.800000000000000266e-01 1.295370000000000000e+05 7.941359999999999673e+03
2.899999999999999800e-01 1.261240000000000000e+05 7.459220000000000255e+03
2.999999999999999889e-01 1.242290000000000000e+05 6.905899999999999636e+03
3.099999999999999978e-01 1.231210000000000000e+05 6.277189999999999600e+03
3.200000000000000067e-01 1.220900000000000000e+05 5.596420000000000073e+03
3.300000000000000155e-01 1.205800000000000000e+05 4.898979999999999563e+03
3.400000000000000244e-01 1.182690000000000000e+05 4.229220000000000255e+03
3.499999999999999778e-01 1.151070000000000000e+05 3.637469999999999800e+03
