# Chi2 Rg SupportVolume
6.34823e+03 1.30993e+02 2.21767e+07
2.58365e+03 1.33574e+02 2.21767e+07
2.57302e+03 1.30820e+02 2.21767e+07
2.53651e+03 1.28769e+02 2.21767e+07
2.50756e+03 1.26737e+02 2.21767e+07
2.48071e+03 1.24431e+02 2.21767e+07
2.45432e+03 1.22193e+02 2.21767e+07
2.42767e+03 1.20200e+02 2.21767e+07
2.40265e+03 1.18447e+02 2.21767e+07
2.38001e+03 1.16953e+02 2.21767e+07
2.35939e+03 1.15613e+02 2.21767e+07
2.33888e+03 1.14344e+02 2.21767e+07
2.31898e+03 1.13305e+02 2.21767e+07
2.29949e+03 1.12301e+02 2.21767e+07
2.27978e+03 1.11329e+02 2.21767e+07
2.26025e+03 1.10293e+02 2.21767e+07
2.24122e+03 1.09353e+02 2.21767e+07
2.22182e+03 1.08510e+02 2.21767e+07
2.20258e+03 1.07782e+02 2.21767e+07
2.18351e+03 1.07083e+02 2.21767e+07
2.16455e+03 1.06413e+02 3.27613e+06
2.14631e+03 1.18445e+02 3.27613e+06
5.30716e+03 1.06010e+02 3.27613e+06
6.13732e+03 1.06086e+02 3.27613e+06
6.11284e+03 1.06082e+02 3.27613e+06
6.05531e+03 1.06061e+02 3.27613e+06
5.97457e+03 1.06034e+02 3.27613e+06
5.87756e+03 1.05997e+02 3.27613e+06
5.77225e+03 1.05950e+02 3.27613e+06
5.66352e+03 1.05917e+02 3.27613e+06
5.55459e+03 1.05878e+02 3.27613e+06
5.44692e+03 1.05839e+02 3.27613e+06
5.34194e+03 1.05798e+02 3.27613e+06
5.23698e+03 1.05750e+02 3.27613e+06
5.13475e+03 1.05709e+02 3.27613e+06
5.03533e+03 1.05679e+02 3.27613e+06
4.93793e+03 1.05649e+02 3.27613e+06
4.84318e+03 1.05635e+02 3.27613e+06
4.75097e+03 1.05637e+02 3.27613e+06
4.66140e+03 1.05647e+02 3.27613e+06
4.57474e+03 1.05679e+02 2.16949e+06
4.49096e+03 1.11514e+02 2.16949e+06
2.04786e+03 1.02002e+02 2.16949e+06
2.21132e+03 1.02051e+02 2.16949e+06
2.22368e+03 1.02051e+02 2.16949e+06
2.22424e+03 1.02037e+02 2.16949e+06
2.21909e+03 1.02017e+02 2.16949e+06
2.21059e+03 1.01995e+02 2.16949e+06
2.19973e+03 1.01972e+02 2.16949e+06
2.18701e+03 1.01954e+02 2.16949e+06
2.17302e+03 1.01945e+02 2.16949e+06
2.15840e+03 1.01937e+02 2.16949e+06
2.14325e+03 1.01927e+02 2.16949e+06
2.12778e+03 1.01918e+02 2.16949e+06
2.11180e+03 1.01908e+02 2.16949e+06
2.09575e+03 1.01898e+02 2.16949e+06
2.07954e+03 1.01889e+02 2.16949e+06
2.06318e+03 1.01882e+02 2.16949e+06
2.04686e+03 1.01874e+02 2.16949e+06
2.03066e+03 1.01866e+02 2.16949e+06
2.01440e+03 1.01859e+02 1.84920e+06
1.99818e+03 1.01992e+02 1.84920e+06
1.77931e+03 1.01801e+02 1.84920e+06
1.81795e+03 1.01826e+02 1.84920e+06
1.80550e+03 1.01842e+02 1.84920e+06
1.79515e+03 1.01851e+02 1.84920e+06
1.78530e+03 1.01858e+02 1.84920e+06
1.77533e+03 1.01864e+02 1.84920e+06
1.76510e+03 1.01868e+02 1.84920e+06
1.75476e+03 1.01870e+02 1.84920e+06
1.74439e+03 1.01871e+02 1.84920e+06
1.73393e+03 1.01873e+02 1.84920e+06
1.72339e+03 1.01873e+02 1.84920e+06
1.71282e+03 1.01872e+02 1.84920e+06
1.70237e+03 1.01871e+02 1.84920e+06
1.69194e+03 1.01871e+02 1.84920e+06
1.68150e+03 1.01871e+02 1.84920e+06
1.67105e+03 1.01871e+02 1.84920e+06
1.66070e+03 1.01869e+02 1.84920e+06
1.65048e+03 1.01867e+02 1.84920e+06
1.64047e+03 1.01863e+02 1.65825e+06
1.63063e+03 1.01852e+02 1.65825e+06
1.47456e+03 1.02265e+02 1.65825e+06
1.51392e+03 1.02283e+02 1.65825e+06
1.51070e+03 1.02287e+02 1.65825e+06
1.50531e+03 1.02287e+02 1.65825e+06
1.49884e+03 1.02284e+02 1.65825e+06
1.49186e+03 1.02278e+02 1.65825e+06
1.48455e+03 1.02271e+02 1.65825e+06
