# Chi2 Rg SupportVolume
6.28276e+03 1.30167e+02 2.23696e+07
2.58772e+03 1.36793e+02 2.23696e+07
2.56040e+03 1.40086e+02 2.23696e+07
2.53538e+03 1.41600e+02 2.23696e+07
2.51187e+03 1.44019e+02 2.23696e+07
2.48991e+03 1.46458e+02 2.23696e+07
2.46802e+03 1.48351e+02 2.23696e+07
2.44646e+03 1.49895e+02 2.23696e+07
2.42580e+03 1.51251e+02 2.23696e+07
2.40548e+03 1.52401e+02 2.23696e+07
2.38574e+03 1.53359e+02 2.23696e+07
2.36663e+03 1.54088e+02 2.23696e+07
2.34759e+03 1.54675e+02 2.23696e+07
2.32767e+03 1.55104e+02 2.23696e+07
2.30749e+03 1.55415e+02 2.23696e+07
2.28769e+03 1.55612e+02 2.23696e+07
2.26791e+03 1.55689e+02 2.23696e+07
2.24799e+03 1.55633e+02 2.23696e+07
2.22827e+03 1.55474e+02 2.23696e+07
2.20861e+03 1.55216e+02 2.23696e+07
2.18925e+03 1.54947e+02 2.63829e+06
2.17046e+03 1.46934e+02 2.63829e+06
4.41024e+03 1.39335e+02 2.63829e+06
5.18086e+03 1.39659e+02 2.63829e+06
5.26819e+03 1.39852e+02 2.63829e+06
5.26796e+03 1.39946e+02 2.63829e+06
5.21868e+03 1.39978e+02 2.63829e+06
5.14692e+03 1.39961e+02 2.63829e+06
5.06609e+03 1.39904e+02 2.63829e+06
4.97986e+03 1.39821e+02 2.63829e+06
4.89238e+03 1.39727e+02 2.63829e+06
4.80432e+03 1.39625e+02 2.63829e+06
4.71666e+03 1.39507e+02 2.63829e+06
4.62932e+03 1.39364e+02 2.63829e+06
4.54308e+03 1.39201e+02 2.63829e+06
4.45731e+03 1.39021e+02 2.63829e+06
4.37267e+03 1.38827e+02 2.63829e+06
4.28951e+03 1.38619e+02 2.63829e+06
4.20777e+03 1.38408e+02 2.63829e+06
4.12774e+03 1.38194e+02 2.63829e+06
4.04952e+03 1.37974e+02 1.80471e+06
3.97337e+03 1.39239e+02 1.80471e+06
2.43023e+03 1.34193e+02 1.80471e+06
2.65579e+03 1.34278e+02 1.80471e+06
2.64842e+03 1.34260e+02 1.80471e+06
2.62960e+03 1.34195e+02 1.80471e+06
2.60572e+03 1.34107e+02 1.80471e+06
2.57937e+03 1.34004e+02 1.80471e+06
2.55176e+03 1.33889e+02 1.80471e+06
2.52352e+03 1.33762e+02 1.80471e+06
2.49510e+03 1.33627e+02 1.80471e+06
2.46688e+03 1.33484e+02 1.80471e+06
2.43880e+03 1.33336e+02 1.80471e+06
2.41092e+03 1.33182e+02 1.80471e+06
2.38318e+03 1.33027e+02 1.80471e+06
2.35565e+03 1.32870e+02 1.80471e+06
2.32846e+03 1.32711e+02 1.80471e+06
2.30162e+03 1.32550e+02 1.80471e+06
2.27508e+03 1.32384e+02 1.80471e+06
2.24877e+03 1.32216e+02 1.80471e+06
2.22292e+03 1.32043e+02 1.48237e+06
2.19745e+03 1.32204e+02 1.48237e+06
1.78137e+03 1.28420e+02 1.48237e+06
1.82448e+03 1.28369e+02 1.48237e+06
1.81517e+03 1.28271e+02 1.48237e+06
1.80205e+03 1.28155e+02 1.48237e+06
1.78741e+03 1.28031e+02 1.48237e+06
1.77191e+03 1.27901e+02 1.48237e+06
1.75618e+03 1.27765e+02 1.48237e+06
1.74040e+03 1.27628e+02 1.48237e+06
1.72459e+03 1.27488e+02 1.48237e+06
1.70885e+03 1.27346e+02 1.48237e+06
1.69322e+03 1.27201e+02 1.48237e+06
1.67777e+03 1.27053e+02 1.48237e+06
1.66250e+03 1.26906e+02 1.48237e+06
1.64741e+03 1.26757e+02 1.48237e+06
1.63241e+03 1.26607e+02 1.48237e+06
1.61748e+03 1.26455e+02 1.48237e+06
1.60251e+03 1.26302e+02 1.48237e+06
1.58777e+03 1.26145e+02 1.48237e+06
1.57327e+03 1.25987e+02 1.27637e+06
1.55891e+03 1.25850e+02 1.27637e+06
1.38502e+03 1.24932e+02 1.27637e+06
1.43625e+03 1.24639e+02 1.27637e+06
1.42346e+03 1.24413e+02 1.27637e+06
1.40988e+03 1.24217e+02 1.27637e+06
1.39634e+03 1.24039e+02 1.27637e+06
1.38309e+03 1.23873e+02 1.27637e+06
1.37015e+03 1.23714e+02 1.27637e+06
1.35751e+03 1.23562e+02 1.27637e+06
1.34502e+03 1.23411e+02 1.27637e+06
1.33266e+03 1.23262e+02 1.27637e+06
1.32042e+03 1.23116e+02 1.27637e+06
1.30836e+03 1.22970e+02 1.27637e+06
1.29641e+03 1.22823e+02 1.27637e+06
1.28465e+03 1.22675e+02 1.27637e+06
1.27306e+03 1.22526e+02 1.27637e+06
1.26158e+03 1.22378e+02 1.27637e+06
1.25022e+03 1.22230e+02 1.27637e+06
1.23900e+03 1.22082e+02 1.27637e+06
1.22792e+03 1.21932e+02 1.06969e+06
1.21696e+03 1.22304e+02 1.06969e+06
8.60780e+02 1.19391e+02 1.06969e+06
9.65247e+02 1.19106e+02 1.06969e+06
9.59330e+02 1.18899e+02 1.06969e+06
9.51503e+02 1.18727e+02 1.06969e+06
9.43368e+02 1.18574e+02 1.06969e+06
9.35276e+02 1.18432e+02 1.06969e+06
9.27224e+02 1.18293e+02 1.06969e+06
9.19291e+02 1.18156e+02 1.06969e+06
9.11460e+02 1.18022e+02 1.06969e+06
9.03737e+02 1.17890e+02 1.06969e+06
8.96137e+02 1.17759e+02 1.06969e+06
8.88693e+02 1.17630e+02 1.06969e+06
8.81434e+02 1.17503e+02 1.06969e+06
8.74337e+02 1.17377e+02 1.06969e+06
8.67322e+02 1.17250e+02 1.06969e+06
8.60373e+02 1.17121e+02 1.06969e+06
8.53488e+02 1.16990e+02 1.06969e+06
8.46657e+02 1.16859e+02 1.06969e+06
8.39878e+02 1.16726e+02 8.95169e+05
8.33205e+02 1.19521e+02 8.95169e+05
4.64068e+02 1.10775e+02 8.95169e+05
3.96603e+02 1.11456e+02 8.95169e+05
3.70322e+02 1.11733e+02 8.95169e+05
3.54932e+02 1.11896e+02 8.95169e+05
3.44118e+02 1.11998e+02 8.95169e+05
3.35941e+02 1.12057e+02 8.95169e+05
3.29299e+02 1.12082e+02 8.95169e+05
3.23509e+02 1.12081e+02 8.95169e+05
3.18387e+02 1.12063e+02 8.95169e+05
3.13842e+02 1.12029e+02 8.95169e+05
3.09599e+02 1.11987e+02 8.95169e+05
3.05737e+02 1.11936e+02 8.95169e+05
3.02256e+02 1.11878e+02 8.95169e+05
2.99097e+02 1.11813e+02 8.95169e+05
2.96141e+02 1.11742e+02 8.95169e+05
2.93360e+02 1.11666e+02 8.95169e+05
2.90740e+02 1.11588e+02 8.95169e+05
2.88297e+02 1.11506e+02 8.95169e+05
2.85976e+02 1.11420e+02 8.48631e+05
2.83776e+02 1.11547e+02 8.48631e+05
2.22559e+02 1.09025e+02 8.48631e+05
2.11566e+02 1.09086e+02 8.48631e+05
2.07888e+02 1.09103e+02 8.48631e+05
2.06359e+02 1.09087e+02 8.48631e+05
2.05178e+02 1.09055e+02 8.48631e+05
2.04154e+02 1.09011e+02 8.48631e+05
2.03230e+02 1.08956e+02 8.48631e+05
2.02350e+02 1.08893e+02 8.48631e+05
2.01487e+02 1.08824e+02 8.48631e+05
2.00639e+02 1.08749e+02 8.48631e+05
1.99795e+02 1.08671e+02 8.48631e+05
1.98954e+02 1.08589e+02 8.48631e+05
1.98110e+02 1.08505e+02 8.48631e+05
1.97262e+02 1.08418e+02 8.48631e+05
1.96423e+02 1.08330e+02 8.48631e+05
1.95603e+02 1.08240e+02 8.48631e+05
1.94784e+02 1.08148e+02 8.48631e+05
1.93970e+02 1.08057e+02 8.48631e+05
1.93158e+02 1.07964e+02 8.20572e+05
1.92349e+02 1.07810e+02 8.20572e+05
1.90194e+02 1.07463e+02 8.20572e+05
1.90301e+02 1.07364e+02 8.20572e+05
