# Chi2 Rg SupportVolume
6.45317e+03 8.00529e+01 2.21274e+07
2.58776e+03 9.05230e+01 2.21274e+07
2.58348e+03 9.28929e+01 2.21274e+07
2.54020e+03 9.32889e+01 2.21274e+07
2.50685e+03 9.22448e+01 2.21274e+07
2.47767e+03 9.04280e+01 2.21274e+07
2.45076e+03 8.83754e+01 2.21274e+07
2.42428e+03 8.65306e+01 2.21274e+07
2.39946e+03 8.46894e+01 2.21274e+07
2.37554e+03 8.27301e+01 2.21274e+07
2.35157e+03 8.08658e+01 2.21274e+07
2.32833e+03 7.92169e+01 2.21274e+07
2.30549e+03 7.76881e+01 2.21274e+07
2.28234e+03 7.62177e+01 2.21274e+07
2.25920e+03 7.49075e+01 2.21274e+07
2.23589e+03 7.35601e+01 2.21274e+07
2.21168e+03 7.22560e+01 2.21274e+07
2.18753e+03 7.09857e+01 2.21274e+07
2.16359e+03 6.97882e+01 2.21274e+07
2.13991e+03 6.86458e+01 2.21274e+07
2.11717e+03 6.75397e+01 1.48647e+06
2.09565e+03 1.00496e+02 1.48647e+06
1.21464e+03 1.03208e+02 1.48647e+06
1.31882e+03 1.04768e+02 1.48647e+06
1.33336e+03 1.05648e+02 1.48647e+06
1.34735e+03 1.06203e+02 1.48647e+06
1.35405e+03 1.06564e+02 1.48647e+06
1.35138e+03 1.06813e+02 1.48647e+06
1.34581e+03 1.06989e+02 1.48647e+06
1.33737e+03 1.07112e+02 1.48647e+06
1.32724e+03 1.07196e+02 1.48647e+06
1.31535e+03 1.07249e+02 1.48647e+06
1.30239e+03 1.07280e+02 1.48647e+06
1.28894e+03 1.07289e+02 1.48647e+06
1.27560e+03 1.07284e+02 1.48647e+06
1.26250e+03 1.07265e+02 1.48647e+06
1.24937e+03 1.07235e+02 1.48647e+06
1.23634e+03 1.07197e+02 1.48647e+06
1.22340e+03 1.07150e+02 1.48647e+06
1.21042e+03 1.07096e+02 1.48647e+06
1.19731e+03 1.07034e+02 1.11828e+06
1.18454e+03 1.02281e+02 1.11828e+06
5.71679e+02 9.79020e+01 1.11828e+06
6.19006e+02 9.80851e+01 1.11828e+06
6.18095e+02 9.81713e+01 1.11828e+06
6.16757e+02 9.82062e+01 1.11828e+06
6.14825e+02 9.82031e+01 1.11828e+06
6.12472e+02 9.81766e+01 1.11828e+06
6.09726e+02 9.81344e+01 1.11828e+06
6.06570e+02 9.80808e+01 1.11828e+06
6.03114e+02 9.80183e+01 1.11828e+06
5.99460e+02 9.79488e+01 1.11828e+06
5.95411e+02 9.78737e+01 1.11828e+06
5.90978e+02 9.77942e+01 1.11828e+06
5.86518e+02 9.77127e+01 1.11828e+06
5.82107e+02 9.76283e+01 1.11828e+06
5.77736e+02 9.75414e+01 1.11828e+06
5.73343e+02 9.74525e+01 1.11828e+06
5.68893e+02 9.73615e+01 1.11828e+06
5.64425e+02 9.72693e+01 1.11828e+06
5.59956e+02 9.71758e+01 9.77295e+05
5.55462e+02 9.24163e+01 9.77295e+05
4.05871e+02 8.77962e+01 9.77295e+05
4.39525e+02 8.76621e+01 9.77295e+05
4.35568e+02 8.75688e+01 9.77295e+05
4.30852e+02 8.74839e+01 9.77295e+05
4.26271e+02 8.74006e+01 9.77295e+05
4.21754e+02 8.73176e+01 9.77295e+05
4.17437e+02 8.72362e+01 9.77295e+05
4.13088e+02 8.71545e+01 9.77295e+05
4.08728e+02 8.70729e+01 9.77295e+05
4.04670e+02 8.69910e+01 9.77295e+05
4.00818e+02 8.69090e+01 9.77295e+05
3.97136e+02 8.68270e+01 9.77295e+05
3.93598e+02 8.67455e+01 9.77295e+05
3.90171e+02 8.66640e+01 9.77295e+05
3.86842e+02 8.65824e+01 9.77295e+05
3.83626e+02 8.65008e+01 9.77295e+05
3.80492e+02 8.64188e+01 9.77295e+05
3.77469e+02 8.63364e+01 9.77295e+05
3.74573e+02 8.62546e+01 8.72585e+05
3.71756e+02 7.25243e+01 8.72585e+05
1.72202e+02 5.91323e+01 8.72585e+05
1.74080e+02 5.90496e+01 8.72585e+05
1.73195e+02 5.89762e+01 8.72585e+05
1.73131e+02 5.89090e+01 8.72585e+05
1.72977e+02 5.88466e+01 8.72585e+05
1.72666e+02 5.87855e+01 8.72585e+05
1.72145e+02 5.87266e+01 8.72585e+05
1.71485e+02 5.86703e+01 8.72585e+05
1.70762e+02 5.86146e+01 8.72585e+05
1.69975e+02 5.85593e+01 8.72585e+05
1.69149e+02 5.85046e+01 8.72585e+05
1.68302e+02 5.84504e+01 8.72585e+05
1.67447e+02 5.83971e+01 8.72585e+05
1.66591e+02 5.83446e+01 8.72585e+05
1.65735e+02 5.82927e+01 8.72585e+05
1.64875e+02 5.82414e+01 8.72585e+05
1.63997e+02 5.81913e+01 8.72585e+05
1.63128e+02 5.81424e+01 8.72585e+05
1.62263e+02 5.80939e+01 8.25362e+05
1.61406e+02 5.73657e+01 8.25362e+05
1.48130e+02 5.70509e+01 8.25362e+05
1.53033e+02 5.70276e+01 8.25362e+05
1.50757e+02 5.69992e+01 8.25362e+05
1.48504e+02 5.69682e+01 8.25362e+05
1.46428e+02 5.69356e+01 8.25362e+05
1.44519e+02 5.69016e+01 8.25362e+05
1.42846e+02 5.68670e+01 8.25362e+05
1.41355e+02 5.68320e+01 8.25362e+05
1.40026e+02 5.67977e+01 8.25362e+05
1.38843e+02 5.67633e+01 8.25362e+05
1.37770e+02 5.67286e+01 8.25362e+05
1.36784e+02 5.66939e+01 8.25362e+05
1.35862e+02 5.66592e+01 8.25362e+05
1.34991e+02 5.66246e+01 8.25362e+05
1.34163e+02 5.65902e+01 8.25362e+05
1.33376e+02 5.65559e+01 8.25362e+05
1.32620e+02 5.65217e+01 8.25362e+05
1.31892e+02 5.64876e+01 8.25362e+05
1.31196e+02 5.64542e+01 7.80878e+05
1.30530e+02 5.39157e+01 7.80878e+05
9.93027e+01 5.47456e+01 7.80878e+05
1.07804e+02 5.47913e+01 7.80878e+05
1.08684e+02 5.47864e+01 7.80878e+05
1.08866e+02 5.47687e+01 7.80878e+05
1.08679e+02 5.47457e+01 7.80878e+05
1.08331e+02 5.47211e+01 7.80878e+05
1.07884e+02 5.46959e+01 7.80878e+05
1.07368e+02 5.46706e+01 7.80878e+05
1.06842e+02 5.46449e+01 7.80878e+05
1.06326e+02 5.46187e+01 7.80878e+05
1.05850e+02 5.45929e+01 7.80878e+05
1.05408e+02 5.45672e+01 7.80878e+05
1.04968e+02 5.45417e+01 7.80878e+05
1.04528e+02 5.45161e+01 7.80878e+05
1.04096e+02 5.44905e+01 7.80878e+05
1.03670e+02 5.44648e+01 7.80878e+05
1.03244e+02 5.44389e+01 7.80878e+05
1.02823e+02 5.44132e+01 7.80878e+05
1.02398e+02 5.43874e+01 7.28180e+05
1.01971e+02 4.85557e+01 7.28180e+05
9.74873e+01 5.12552e+01 7.28180e+05
8.02305e+01 5.13179e+01 7.28180e+05
7.58721e+01 5.13171e+01 7.28180e+05
7.41231e+01 5.13015e+01 7.28180e+05
7.31884e+01 5.12819e+01 7.28180e+05
7.25264e+01 5.12609e+01 7.28180e+05
7.20160e+01 5.12387e+01 7.28180e+05
7.15536e+01 5.12169e+01 7.28180e+05
7.11335e+01 5.11951e+01 7.28180e+05
7.07332e+01 5.11728e+01 7.28180e+05
7.03655e+01 5.11508e+01 7.28180e+05
7.00450e+01 5.11289e+01 7.28180e+05
6.97314e+01 5.11070e+01 7.28180e+05
6.94302e+01 5.10849e+01 7.28180e+05
6.91383e+01 5.10629e+01 7.28180e+05
6.88672e+01 5.10407e+01 7.28180e+05
6.85957e+01 5.10185e+01 7.28180e+05
6.83261e+01 5.09963e+01 7.28180e+05
6.80621e+01 5.09741e+01 6.70008e+05
6.78026e+01 4.40055e+01 6.70008e+05
5.48769e+01 4.79166e+01 6.70008e+05
5.37957e+01 4.79158e+01 6.70008e+05
5.12026e+01 4.79074e+01 6.70008e+05
4.92899e+01 4.78963e+01 6.70008e+05
4.78560e+01 4.78843e+01 6.70008e+05
4.67441e+01 4.78718e+01 6.70008e+05
4.58721e+01 4.78585e+01 6.70008e+05
4.51618e+01 4.78449e+01 6.70008e+05
4.45415e+01 4.78324e+01 6.70008e+05
4.40351e+01 4.78200e+01 6.70008e+05
4.35981e+01 4.78075e+01 6.70008e+05
4.32280e+01 4.77949e+01 6.70008e+05
4.29114e+01 4.77820e+01 6.70008e+05
4.26325e+01 4.77691e+01 6.70008e+05
4.23842e+01 4.77560e+01 6.70008e+05
4.21586e+01 4.77428e+01 6.70008e+05
4.19481e+01 4.77297e+01 6.70008e+05
4.17530e+01 4.77166e+01 6.70008e+05
4.15672e+01 4.77034e+01 6.27577e+05
4.13968e+01 9.91311e+00 6.27577e+05
2.95183e+01 2.94190e+01 6.27577e+05
1.57618e+01 2.96626e+01 6.27577e+05
1.08193e+01 2.98186e+01 6.27577e+05
8.65180e+00 2.99257e+01 6.27577e+05
7.33894e+00 3.00094e+01 6.27577e+05
6.51740e+00 3.00780e+01 6.27577e+05
5.93075e+00 3.01348e+01 6.27577e+05
5.48943e+00 3.01826e+01 6.27577e+05
5.15218e+00 3.02233e+01 6.27577e+05
4.89292e+00 3.02578e+01 6.27577e+05
4.69718e+00 3.02872e+01 6.27577e+05
4.56462e+00 3.03118e+01 6.27577e+05
4.45498e+00 3.03328e+01 6.27577e+05
4.36433e+00 3.03508e+01 6.27577e+05
4.28767e+00 3.03664e+01 6.27577e+05
4.22194e+00 3.03798e+01 6.27577e+05
4.16929e+00 3.03917e+01 6.27577e+05
4.12633e+00 3.04023e+01 6.27577e+05
4.08792e+00 3.04114e+01 6.09783e+05
4.05280e+00 1.95361e+01 6.09783e+05
4.39523e+00 2.21984e+01 6.09783e+05
3.83326e+00 2.21903e+01 6.09783e+05
3.23568e+00 2.21952e+01 6.09783e+05
2.81988e+00 2.22031e+01 6.09783e+05
2.55775e+00 2.22122e+01 6.09783e+05
2.38372e+00 2.22212e+01 6.09783e+05
2.25347e+00 2.22294e+01 6.09783e+05
2.14639e+00 2.22365e+01 6.09783e+05
2.05296e+00 2.22424e+01 6.09783e+05
1.96961e+00 2.22473e+01 6.09783e+05
1.89424e+00 2.22511e+01 6.09783e+05
1.82507e+00 2.22539e+01 6.09783e+05
1.76213e+00 2.22558e+01 6.09783e+05
1.70061e+00 2.22571e+01 6.09783e+05
1.64626e+00 2.22578e+01 6.09783e+05
1.59853e+00 2.22578e+01 6.09783e+05
1.55652e+00 2.22571e+01 6.09783e+05
1.52123e+00 2.22561e+01 6.09783e+05
1.49147e+00 2.22547e+01 5.98148e+05
1.46652e+00 2.22592e+01 5.98148e+05
1.44538e+00 2.22574e+01 5.98148e+05
1.42711e+00 2.22552e+01 5.98148e+05
1.41154e+00 2.22527e+01 5.98148e+05
1.39836e+00 2.22500e+01 5.98148e+05
1.38691e+00 2.22472e+01 5.98148e+05
1.37674e+00 2.22442e+01 5.98148e+05
1.36761e+00 2.22411e+01 5.98148e+05
1.35928e+00 2.22380e+01 5.98148e+05
1.35175e+00 2.22347e+01 5.98148e+05
1.34504e+00 2.22314e+01 5.98148e+05
1.33900e+00 2.22280e+01 5.98148e+05
1.33340e+00 2.22246e+01 5.98148e+05
1.32835e+00 2.22212e+01 5.98148e+05
1.32366e+00 2.22177e+01 5.98148e+05
1.31909e+00 2.22142e+01 5.98148e+05
1.31466e+00 2.22107e+01 5.98148e+05
1.31033e+00 2.22072e+01 5.98148e+05
1.30610e+00 2.22036e+01 5.98148e+05
1.30193e+00 2.22000e+01 5.83776e+05
1.29777e+00 2.18467e+01 5.83776e+05
1.60738e+01 2.19538e+01 5.83776e+05
7.08911e+00 2.19259e+01 5.83776e+05
4.33790e+00 2.19180e+01 5.83776e+05
3.05332e+00 2.19146e+01 5.83776e+05
2.36584e+00 2.19120e+01 5.83776e+05
1.95530e+00 2.19097e+01 5.83776e+05
1.69367e+00 2.19072e+01 5.83776e+05
1.52277e+00 2.19046e+01 5.83776e+05
1.41046e+00 2.19017e+01 5.83776e+05
1.33049e+00 2.18987e+01 5.83776e+05
1.27007e+00 2.18956e+01 5.83776e+05
1.22643e+00 2.18924e+01 5.83776e+05
1.19618e+00 2.18892e+01 5.83776e+05
1.17537e+00 2.18862e+01 5.83776e+05
1.15941e+00 2.18830e+01 5.83776e+05
1.14836e+00 2.18799e+01 5.83776e+05
1.13984e+00 2.18768e+01 5.83776e+05
1.13244e+00 2.18741e+01 5.83776e+05
1.12673e+00 2.18715e+01 5.72826e+05
1.12195e+00 2.18773e+01 5.72826e+05
1.11676e+00 2.18741e+01 5.72826e+05
1.11336e+00 2.18717e+01 5.72826e+05
1.10982e+00 2.18693e+01 5.72826e+05
1.10617e+00 2.18669e+01 5.72826e+05
