# Chi2 Rg SupportVolume
6.32037e+03 1.78596e+02 2.23717e+07
2.58811e+03 1.85282e+02 2.23717e+07
2.56162e+03 1.85628e+02 2.23717e+07
2.53849e+03 1.85322e+02 2.23717e+07
2.51353e+03 1.84158e+02 2.23717e+07
2.48981e+03 1.82369e+02 2.23717e+07
2.46733e+03 1.80409e+02 2.23717e+07
2.44549e+03 1.78556e+02 2.23717e+07
2.42457e+03 1.76619e+02 2.23717e+07
2.40364e+03 1.74626e+02 2.23717e+07
2.38180e+03 1.72626e+02 2.23717e+07
2.36068e+03 1.70617e+02 2.23717e+07
2.33894e+03 1.68497e+02 2.23717e+07
2.31773e+03 1.66192e+02 2.23717e+07
2.29689e+03 1.63998e+02 2.23717e+07
2.27689e+03 1.62005e+02 2.23717e+07
2.25772e+03 1.60063e+02 2.23717e+07
2.23842e+03 1.58193e+02 2.23717e+07
2.21967e+03 1.56452e+02 2.23717e+07
2.20129e+03 1.54834e+02 2.23717e+07
2.18239e+03 1.53309e+02 2.67730e+06
2.16378e+03 1.23437e+02 2.67730e+06
4.05300e+03 9.62598e+01 2.67730e+06
5.37133e+03 9.65396e+01 2.67730e+06
5.42572e+03 9.67652e+01 2.67730e+06
5.40318e+03 9.69037e+01 2.67730e+06
5.34326e+03 9.69776e+01 2.67730e+06
5.26414e+03 9.69886e+01 2.67730e+06
5.17551e+03 9.69462e+01 2.67730e+06
5.08116e+03 9.68975e+01 2.67730e+06
4.98520e+03 9.68274e+01 2.67730e+06
4.89065e+03 9.67571e+01 2.67730e+06
4.79834e+03 9.66814e+01 2.67730e+06
4.70856e+03 9.65898e+01 2.67730e+06
4.62045e+03 9.64918e+01 2.67730e+06
4.53439e+03 9.63877e+01 2.67730e+06
4.45156e+03 9.62705e+01 2.67730e+06
4.37183e+03 9.61406e+01 2.67730e+06
4.29400e+03 9.60117e+01 2.67730e+06
4.21761e+03 9.58615e+01 2.67730e+06
4.14341e+03 9.56991e+01 1.83961e+06
4.07098e+03 9.69894e+01 1.83961e+06
1.75716e+03 9.00279e+01 1.83961e+06
1.98066e+03 9.02964e+01 1.83961e+06
2.00294e+03 9.04808e+01 1.83961e+06
2.00948e+03 9.06126e+01 1.83961e+06
2.00814e+03 9.07101e+01 1.83961e+06
2.00157e+03 9.07668e+01 1.83961e+06
1.99197e+03 9.07960e+01 1.83961e+06
1.98034e+03 9.07984e+01 1.83961e+06
1.96745e+03 9.07929e+01 1.83961e+06
1.95373e+03 9.07826e+01 1.83961e+06
1.93940e+03 9.07703e+01 1.83961e+06
1.92460e+03 9.07514e+01 1.83961e+06
1.90953e+03 9.07319e+01 1.83961e+06
1.89420e+03 9.07128e+01 1.83961e+06
1.87883e+03 9.06889e+01 1.83961e+06
1.86349e+03 9.06666e+01 1.83961e+06
1.84825e+03 9.06435e+01 1.83961e+06
1.83303e+03 9.06184e+01 1.83961e+06
1.81790e+03 9.05963e+01 1.52001e+06
1.80296e+03 8.48161e+01 1.52001e+06
1.16358e+03 7.79421e+01 1.52001e+06
1.29417e+03 7.80395e+01 1.52001e+06
1.29219e+03 7.81395e+01 1.52001e+06
1.28707e+03 7.82376e+01 1.52001e+06
1.28064e+03 7.83282e+01 1.52001e+06
1.27366e+03 7.84157e+01 1.52001e+06
1.26637e+03 7.84967e+01 1.52001e+06
1.25897e+03 7.85756e+01 1.52001e+06
1.25156e+03 7.86499e+01 1.52001e+06
1.24415e+03 7.87227e+01 1.52001e+06
1.23683e+03 7.87995e+01 1.52001e+06
1.22964e+03 7.88760e+01 1.52001e+06
1.22253e+03 7.89522e+01 1.52001e+06
1.21550e+03 7.90284e+01 1.52001e+06
1.20856e+03 7.91054e+01 1.52001e+06
1.20171e+03 7.91838e+01 1.52001e+06
1.19494e+03 7.92635e+01 1.52001e+06
1.18824e+03 7.93417e+01 1.52001e+06
1.18157e+03 7.94196e+01 1.34070e+06
1.17493e+03 7.53230e+01 1.34070e+06
8.29364e+02 6.79931e+01 1.34070e+06
8.82883e+02 6.78621e+01 1.34070e+06
8.87737e+02 6.78456e+01 1.34070e+06
8.87703e+02 6.78571e+01 1.34070e+06
8.85705e+02 6.78904e+01 1.34070e+06
8.82679e+02 6.79421e+01 1.34070e+06
8.79104e+02 6.79989e+01 1.34070e+06
8.75190e+02 6.80648e+01 1.34070e+06
8.71079e+02 6.81453e+01 1.34070e+06
8.66847e+02 6.82358e+01 1.34070e+06
8.62545e+02 6.83346e+01 1.34070e+06
8.58197e+02 6.84392e+01 1.34070e+06
8.53806e+02 6.85468e+01 1.34070e+06
8.49404e+02 6.86585e+01 1.34070e+06
8.45021e+02 6.87719e+01 1.34070e+06
8.40687e+02 6.88852e+01 1.34070e+06
8.36414e+02 6.90021e+01 1.34070e+06
8.32169e+02 6.91230e+01 1.34070e+06
8.28019e+02 6.92462e+01 1.20725e+06
8.23924e+02 7.12008e+01 1.20725e+06
6.43882e+02 6.77702e+01 1.20725e+06
6.89723e+02 6.80397e+01 1.20725e+06
6.86082e+02 6.82824e+01 1.20725e+06
6.82072e+02 6.84958e+01 1.20725e+06
6.78043e+02 6.86798e+01 1.20725e+06
6.74168e+02 6.88555e+01 1.20725e+06
6.70472e+02 6.90251e+01 1.20725e+06
6.66921e+02 6.91895e+01 1.20725e+06
6.63533e+02 6.93542e+01 1.20725e+06
6.60329e+02 6.95192e+01 1.20725e+06
6.57254e+02 6.96818e+01 1.20725e+06
6.54271e+02 6.98441e+01 1.20725e+06
6.51354e+02 7.00051e+01 1.20725e+06
6.48507e+02 7.01642e+01 1.20725e+06
6.45714e+02 7.03225e+01 1.20725e+06
6.42938e+02 7.04834e+01 1.20725e+06
6.40207e+02 7.06421e+01 1.20725e+06
6.37520e+02 7.07993e+01 1.20725e+06
6.34861e+02 7.09546e+01 1.07995e+06
6.32257e+02 7.36230e+01 1.07995e+06
3.39418e+02 7.17902e+01 1.07995e+06
3.60774e+02 7.13341e+01 1.07995e+06
3.61412e+02 7.11775e+01 1.07995e+06
3.60497e+02 7.11421e+01 1.07995e+06
3.59192e+02 7.11763e+01 1.07995e+06
3.57792e+02 7.12434e+01 1.07995e+06
3.56448e+02 7.13344e+01 1.07995e+06
3.55144e+02 7.14467e+01 1.07995e+06
3.53841e+02 7.15710e+01 1.07995e+06
3.52595e+02 7.17023e+01 1.07995e+06
3.51390e+02 7.18377e+01 1.07995e+06
3.50244e+02 7.19754e+01 1.07995e+06
3.49167e+02 7.21161e+01 1.07995e+06
3.48129e+02 7.22577e+01 1.07995e+06
3.47115e+02 7.23997e+01 1.07995e+06
3.46134e+02 7.25426e+01 1.07995e+06
3.45181e+02 7.26862e+01 1.07995e+06
3.44252e+02 7.28296e+01 1.07995e+06
3.43341e+02 7.29727e+01 1.02452e+06
3.42454e+02 7.32808e+01 1.02452e+06
3.04667e+02 7.18608e+01 1.02452e+06
3.07385e+02 7.17386e+01 1.02452e+06
3.08206e+02 7.17382e+01 1.02452e+06
3.08349e+02 7.17898e+01 1.02452e+06
3.08198e+02 7.18702e+01 1.02452e+06
3.07886e+02 7.19719e+01 1.02452e+06
3.07486e+02 7.20863e+01 1.02452e+06
3.07028e+02 7.22089e+01 1.02452e+06
3.06532e+02 7.23366e+01 1.02452e+06
3.06010e+02 7.24674e+01 1.02452e+06
3.05473e+02 7.25993e+01 1.02452e+06
3.04926e+02 7.27319e+01 1.02452e+06
3.04369e+02 7.28664e+01 1.02452e+06
3.03805e+02 7.30017e+01 1.02452e+06
3.03233e+02 7.31375e+01 1.02452e+06
3.02655e+02 7.32737e+01 1.02452e+06
3.02071e+02 7.34102e+01 1.02452e+06
3.01482e+02 7.35469e+01 1.02452e+06
3.00887e+02 7.36834e+01 9.90298e+05
3.00291e+02 7.38062e+01 9.90298e+05
2.99914e+02 7.39680e+01 9.90298e+05
2.99605e+02 7.41036e+01 9.90298e+05
2.99003e+02 7.42374e+01 9.90298e+05
2.98404e+02 7.43708e+01 9.90298e+05
2.97805e+02 7.45040e+01 9.90298e+05
2.97203e+02 7.46371e+01 9.90298e+05
2.96601e+02 7.47701e+01 9.90298e+05
2.95996e+02 7.49028e+01 9.90298e+05
2.95390e+02 7.50353e+01 9.90298e+05
2.94783e+02 7.51684e+01 9.90298e+05
2.94180e+02 7.53004e+01 9.90298e+05
2.93579e+02 7.54323e+01 9.90298e+05
2.92977e+02 7.55639e+01 9.90298e+05
2.92375e+02 7.56946e+01 9.90298e+05
2.91770e+02 7.58246e+01 9.90298e+05
2.91162e+02 7.59533e+01 9.90298e+05
2.90557e+02 7.60810e+01 9.90298e+05
2.89957e+02 7.62081e+01 9.90298e+05
2.89358e+02 7.63349e+01 9.50604e+05
2.88760e+02 7.62010e+01 9.50604e+05
2.78141e+02 7.71258e+01 9.50604e+05
2.81096e+02 7.72470e+01 9.50604e+05
2.80732e+02 7.73683e+01 9.50604e+05
2.80333e+02 7.74891e+01 9.50604e+05
2.79910e+02 7.76100e+01 9.50604e+05
2.79468e+02 7.77309e+01 9.50604e+05
2.79012e+02 7.78519e+01 9.50604e+05
2.78544e+02 7.79727e+01 9.50604e+05
2.78067e+02 7.80938e+01 9.50604e+05
2.77580e+02 7.82151e+01 9.50604e+05
2.77084e+02 7.83363e+01 9.50604e+05
2.76581e+02 7.84576e+01 9.50604e+05
2.76071e+02 7.85789e+01 9.50604e+05
2.75553e+02 7.87001e+01 9.50604e+05
2.75033e+02 7.88199e+01 9.50604e+05
2.74514e+02 7.89390e+01 9.50604e+05
2.73990e+02 7.90576e+01 9.50604e+05
2.73468e+02 7.91755e+01 9.50604e+05
2.72946e+02 7.92932e+01 9.06119e+05
2.72420e+02 7.89277e+01 9.06119e+05
2.58801e+02 8.02511e+01 9.06119e+05
2.62687e+02 8.03695e+01 9.06119e+05
2.61853e+02 8.04824e+01 9.06119e+05
2.61167e+02 8.05932e+01 9.06119e+05
2.60553e+02 8.07017e+01 9.06119e+05
2.60002e+02 8.08098e+01 9.06119e+05
2.59461e+02 8.09194e+01 9.06119e+05
2.58939e+02 8.10292e+01 9.06119e+05
2.58416e+02 8.11386e+01 9.06119e+05
2.57893e+02 8.12479e+01 9.06119e+05
2.57364e+02 8.13578e+01 9.06119e+05
2.56835e+02 8.14678e+01 9.06119e+05
2.56298e+02 8.15780e+01 9.06119e+05
2.55760e+02 8.16888e+01 9.06119e+05
2.55219e+02 8.17996e+01 9.06119e+05
2.54674e+02 8.19101e+01 9.06119e+05
2.54128e+02 8.20205e+01 9.06119e+05
2.53578e+02 8.21307e+01 9.06119e+05
2.53025e+02 8.22407e+01 8.69163e+05
2.52472e+02 8.21231e+01 8.69163e+05
2.41798e+02 8.31930e+01 8.69163e+05
2.43772e+02 8.32836e+01 8.69163e+05
2.43495e+02 8.33763e+01 8.69163e+05
2.43190e+02 8.34721e+01 8.69163e+05
2.42861e+02 8.35708e+01 8.69163e+05
2.42512e+02 8.36718e+01 8.69163e+05
2.42138e+02 8.37746e+01 8.69163e+05
2.41735e+02 8.38791e+01 8.69163e+05
2.41311e+02 8.39842e+01 8.69163e+05
2.40870e+02 8.40896e+01 8.69163e+05
2.40410e+02 8.41956e+01 8.69163e+05
2.39934e+02 8.43016e+01 8.69163e+05
2.39447e+02 8.44075e+01 8.69163e+05
2.38951e+02 8.45130e+01 8.69163e+05
2.38450e+02 8.46162e+01 8.69163e+05
2.37944e+02 8.47183e+01 8.69163e+05
2.37427e+02 8.48214e+01 8.69163e+05
2.36908e+02 8.49248e+01 8.69163e+05
2.36385e+02 8.50282e+01 8.30153e+05
2.35844e+02 8.44590e+01 8.30153e+05
2.20634e+02 8.58106e+01 8.30153e+05
2.22153e+02 8.58109e+01 8.30153e+05
2.20874e+02 8.58375e+01 8.30153e+05
2.20364e+02 8.58845e+01 8.30153e+05
2.20201e+02 8.59447e+01 8.30153e+05
2.20170e+02 8.60136e+01 8.30153e+05
2.20179e+02 8.60865e+01 8.30153e+05
2.20178e+02 8.61632e+01 8.30153e+05
2.20152e+02 8.62428e+01 8.30153e+05
2.20096e+02 8.63256e+01 8.30153e+05
