# Chi2 Rg SupportVolume
6.44454e+03 5.91716e+01 2.23970e+07
2.58811e+03 8.06140e+00 2.23970e+07
2.55973e+03 -3.20151e+01 2.23970e+07
2.53377e+03 -4.39694e+01 2.23970e+07
2.51140e+03 -5.03324e+01 2.23970e+07
2.48902e+03 -5.40173e+01 2.23970e+07
2.46645e+03 -5.64622e+01 2.23970e+07
2.44365e+03 -5.90404e+01 2.23970e+07
2.42147e+03 -6.06099e+01 2.23970e+07
2.39996e+03 -6.19454e+01 2.23970e+07
2.37984e+03 -6.30523e+01 2.23970e+07
2.36043e+03 -6.38371e+01 2.23970e+07
2.34125e+03 -6.42870e+01 2.23970e+07
2.32311e+03 -6.47578e+01 2.23970e+07
2.30559e+03 -6.50139e+01 2.23970e+07
2.28844e+03 -6.50374e+01 2.23970e+07
2.27175e+03 -6.50203e+01 2.23970e+07
2.25566e+03 -6.49693e+01 2.23970e+07
2.23973e+03 -6.50388e+01 2.23970e+07
2.22389e+03 -6.51055e+01 2.23970e+07
2.20836e+03 -6.50719e+01 4.49432e+06
2.19343e+03 9.95396e+01 4.49432e+06
1.19995e+04 8.94881e+01 4.49432e+06
1.29360e+04 8.97014e+01 4.49432e+06
1.26953e+04 8.99466e+01 4.49432e+06
1.23926e+04 9.01863e+01 4.49432e+06
1.20637e+04 9.04109e+01 4.49432e+06
1.17238e+04 9.06147e+01 4.49432e+06
1.13818e+04 9.07759e+01 4.49432e+06
1.10431e+04 9.09083e+01 4.49432e+06
1.07071e+04 9.10234e+01 4.49432e+06
1.03757e+04 9.11204e+01 4.49432e+06
1.00496e+04 9.11877e+01 4.49432e+06
9.73138e+03 9.12419e+01 4.49432e+06
9.42138e+03 9.12779e+01 4.49432e+06
9.11912e+03 9.12865e+01 4.49432e+06
8.82407e+03 9.12632e+01 4.49432e+06
8.53823e+03 9.12097e+01 4.49432e+06
8.26181e+03 9.11315e+01 4.49432e+06
7.99490e+03 9.10358e+01 4.49432e+06
7.73717e+03 9.09258e+01 2.64513e+06
7.48855e+03 8.59597e+01 2.64513e+06
4.35072e+03 8.02406e+01 2.64513e+06
4.89246e+03 8.02928e+01 2.64513e+06
4.86435e+03 8.02780e+01 2.64513e+06
4.81380e+03 8.02332e+01 2.64513e+06
4.75335e+03 8.01631e+01 2.64513e+06
4.68762e+03 8.00695e+01 2.64513e+06
4.62009e+03 7.99729e+01 2.64513e+06
4.55167e+03 7.98720e+01 2.64513e+06
4.48316e+03 7.97587e+01 2.64513e+06
4.41485e+03 7.96363e+01 2.64513e+06
4.34637e+03 7.95084e+01 2.64513e+06
4.27789e+03 7.93778e+01 2.64513e+06
4.21062e+03 7.92371e+01 2.64513e+06
4.14472e+03 7.90892e+01 2.64513e+06
4.07985e+03 7.89365e+01 2.64513e+06
4.01583e+03 7.87774e+01 2.64513e+06
3.95270e+03 7.86152e+01 2.64513e+06
3.89025e+03 7.84487e+01 2.64513e+06
3.82832e+03 7.82801e+01 1.94911e+06
3.76775e+03 7.40885e+01 1.94911e+06
2.28787e+03 7.94690e+01 1.94911e+06
2.49783e+03 7.94319e+01 1.94911e+06
2.49336e+03 7.93473e+01 1.94911e+06
2.48037e+03 7.92325e+01 1.94911e+06
2.46302e+03 7.91002e+01 1.94911e+06
2.44349e+03 7.89555e+01 1.94911e+06
2.42280e+03 7.88030e+01 1.94911e+06
2.40161e+03 7.86449e+01 1.94911e+06
2.37987e+03 7.84800e+01 1.94911e+06
2.35797e+03 7.83103e+01 1.94911e+06
2.33604e+03 7.81364e+01 1.94911e+06
2.31422e+03 7.79608e+01 1.94911e+06
2.29247e+03 7.77827e+01 1.94911e+06
2.27069e+03 7.76054e+01 1.94911e+06
2.24904e+03 7.74262e+01 1.94911e+06
2.22750e+03 7.72462e+01 1.94911e+06
2.20633e+03 7.70655e+01 1.94911e+06
2.18536e+03 7.68841e+01 1.94911e+06
2.16462e+03 7.67021e+01 1.62746e+06
2.14410e+03 7.13925e+01 1.62746e+06
1.33586e+03 7.35533e+01 1.62746e+06
1.42395e+03 7.35311e+01 1.62746e+06
1.42274e+03 7.34726e+01 1.62746e+06
1.41818e+03 7.33962e+01 1.62746e+06
1.41204e+03 7.33108e+01 1.62746e+06
1.40492e+03 7.32138e+01 1.62746e+06
1.39715e+03 7.31108e+01 1.62746e+06
1.38895e+03 7.30078e+01 1.62746e+06
1.38048e+03 7.29034e+01 1.62746e+06
1.37178e+03 7.27962e+01 1.62746e+06
1.36292e+03 7.26864e+01 1.62746e+06
1.35394e+03 7.25755e+01 1.62746e+06
1.34490e+03 7.24626e+01 1.62746e+06
1.33584e+03 7.23470e+01 1.62746e+06
1.32678e+03 7.22296e+01 1.62746e+06
1.31776e+03 7.21123e+01 1.62746e+06
1.30888e+03 7.19941e+01 1.62746e+06
1.30003e+03 7.18759e+01 1.62746e+06
1.29125e+03 7.17594e+01 1.45020e+06
1.28253e+03 6.83630e+01 1.45020e+06
1.02111e+03 6.28267e+01 1.45020e+06
1.06445e+03 6.27600e+01 1.45020e+06
1.05471e+03 6.27010e+01 1.45020e+06
1.04737e+03 6.26402e+01 1.45020e+06
1.04091e+03 6.25773e+01 1.45020e+06
1.03476e+03 6.25134e+01 1.45020e+06
1.02875e+03 6.24490e+01 1.45020e+06
1.02282e+03 6.23840e+01 1.45020e+06
1.01697e+03 6.23172e+01 1.45020e+06
1.01130e+03 6.22469e+01 1.45020e+06
1.00574e+03 6.21801e+01 1.45020e+06
1.00023e+03 6.21118e+01 1.45020e+06
9.94794e+02 6.20421e+01 1.45020e+06
9.89390e+02 6.19703e+01 1.45020e+06
9.84073e+02 6.18973e+01 1.45020e+06
9.78790e+02 6.18238e+01 1.45020e+06
9.73547e+02 6.17495e+01 1.45020e+06
9.68318e+02 6.16745e+01 1.45020e+06
9.63100e+02 6.15980e+01 1.34481e+06
9.57952e+02 5.68178e+01 1.34481e+06
6.84645e+02 4.48281e+01 1.34481e+06
6.86641e+02 4.49369e+01 1.34481e+06
6.86803e+02 4.50179e+01 1.34481e+06
6.86053e+02 4.50767e+01 1.34481e+06
6.84724e+02 4.51208e+01 1.34481e+06
6.83067e+02 4.51543e+01 1.34481e+06
6.81202e+02 4.51802e+01 1.34481e+06
6.79233e+02 4.52025e+01 1.34481e+06
6.77216e+02 4.52271e+01 1.34481e+06
6.75171e+02 4.52475e+01 1.34481e+06
6.73073e+02 4.52644e+01 1.34481e+06
6.70922e+02 4.52781e+01 1.34481e+06
6.68711e+02 4.52880e+01 1.34481e+06
6.66532e+02 4.52940e+01 1.34481e+06
6.64367e+02 4.52980e+01 1.34481e+06
6.62183e+02 4.53000e+01 1.34481e+06
6.59980e+02 4.53003e+01 1.34481e+06
6.57771e+02 4.52994e+01 1.34481e+06
6.55550e+02 4.52970e+01 1.28390e+06
6.53305e+02 4.47006e+01 1.28390e+06
6.43438e+02 4.41311e+01 1.28390e+06
6.45169e+02 4.41207e+01 1.28390e+06
6.42882e+02 4.41107e+01 1.28390e+06
6.40655e+02 4.41037e+01 1.28390e+06
6.38456e+02 4.41011e+01 1.28390e+06
6.36280e+02 4.40981e+01 1.28390e+06
6.34118e+02 4.40943e+01 1.28390e+06
