0.000000000000000000e+00 2.500340000000000000e+07 3.087400000000000000e+05
1.000000000000000021e-02 2.449620000000000000e+07 3.002970000000000000e+05
2.000000000000000042e-02 2.304380000000000000e+07 2.783530000000000000e+05
2.999999999999999889e-02 2.083960000000000000e+07 2.493240000000000000e+05
4.000000000000000083e-02 1.815450000000000000e+07 2.179960000000000000e+05
5.000000000000000278e-02 1.527730000000000000e+07 1.883450000000000000e+05
5.999999999999999778e-02 1.246050000000000000e+07 1.629000000000000000e+05
7.000000000000000666e-02 9.886390000000000000e+06 1.470450000000000000e+05
8.000000000000000167e-02 7.656700000000000000e+06 1.394340000000000000e+05
8.999999999999999667e-02 5.804000000000000000e+06 1.337070000000000000e+05
1.000000000000000056e-01 4.313460000000000000e+06 1.246200000000000000e+05
1.100000000000000006e-01 3.145900000000000000e+06 1.114290000000000000e+05
1.199999999999999956e-01 2.254550000000000000e+06 9.628230000000000291e+04
1.300000000000000044e-01 1.593350000000000000e+06 8.164139999999999418e+04
1.400000000000000133e-01 1.119340000000000000e+06 6.914539999999999418e+04
1.499999999999999944e-01 7.924040000000000000e+05 5.883159999999999854e+04
1.600000000000000033e-01 5.754460000000000000e+05 4.965069999999999709e+04
1.700000000000000122e-01 4.356700000000000000e+05 4.143390000000000146e+04
1.799999999999999933e-01 3.464660000000000000e+05 3.361130000000000291e+04
1.900000000000000022e-01 2.885040000000000000e+05 2.585029999999999927e+04
2.000000000000000111e-01 2.493610000000000000e+05 1.904709999999999854e+04
2.099999999999999922e-01 2.218470000000000000e+05 1.471629999999999927e+04
2.200000000000000011e-01 2.019020000000000000e+05 1.189020000000000073e+04
2.300000000000000100e-01 1.869060000000000000e+05 9.987909999999999854e+03
2.399999999999999911e-01 1.748670000000000000e+05 8.459700000000000728e+03
2.500000000000000000e-01 1.643380000000000000e+05 7.161750000000000000e+03
2.600000000000000089e-01 1.545920000000000000e+05 6.266189999999999600e+03
2.700000000000000178e-01 1.456560000000000000e+05 5.895479999999999563e+03
2.800000000000000266e-01 1.380230000000000000e+05 5.887340000000000146e+03
2.899999999999999800e-01 1.321960000000000000e+05 5.924550000000000182e+03
2.999999999999999889e-01 1.283120000000000000e+05 5.781520000000000437e+03
3.099999999999999978e-01 1.260500000000000000e+05 5.420180000000000291e+03
3.200000000000000067e-01 1.248090000000000000e+05 4.930939999999999600e+03
3.300000000000000155e-01 1.240110000000000000e+05 4.408649999999999636e+03
3.400000000000000244e-01 1.233270000000000000e+05 3.889260000000000218e+03
3.499999999999999778e-01 1.227290000000000000e+05 3.403829999999999927e+03
3.599999999999999867e-01 1.223610000000000000e+05 3.103480000000000018e+03
3.699999999999999956e-01 1.223640000000000000e+05 2.876610000000000127e+03
3.800000000000000044e-01 1.227320000000000000e+05 2.716230000000000018e+03
